,B Cells,Basal,Endothelial,Fibroblasts,Intercalated,Ionocytes,Macrophages,Mucous,Myoepithelial,Myofibroblasts,RBCs,Schwann Cells,Seromucous,Serous,Striated,T Cells
RPS10,0.0,0.3307610313097636,0.19753491481145222,0.17218355735143026,0.2920654455820719,0.2404740254084269,0.27083191474278767,0.2888992150624593,0.2688760280609131,0.2045268972714742,0.0,0.1637995402018229,0.13333333333333333,0.1565430760383606,0.16070750157038372,0.26716893116633095
SPDEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9925492684046427,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
RPL10A,0.1295353094736735,0.424055536588033,0.18916428883870443,0.1955681840578715,0.30583664973576863,0.3064555724461873,0.2156794269879659,0.24158649841944377,0.37717245817184447,0.21884555021921795,0.0,0.06666666666666667,0.1149542252222697,0.12971894343694051,0.17925187746683757,0.24337807893753052
FKBP5,0.0,0.0,0.9187260349591573,0.9202054738998413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
SRSF3,0.0,0.0,0.0,0.0,0.9605721195538839,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTCH1,0.0,0.0,0.0,0.0,0.902312445640564,0.9370270649592082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
DNPH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
YIPF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MRPL14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSP90AB1,0.0,0.8131724198659261,0.0,0.0,0.7143457134564718,0.7618520498275757,0.0,0.7029797156651815,0.7619004964828491,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0
CRISP3,0.6,0.0,0.0,0.0,0.8300240079561869,0.0,0.0,0.7699064135551452,0.0,0.0,0.6636435389518738,0.0,0.7201934496561686,0.6365878899892171,0.6117143750190734,0.0
DST,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.9467651645342509,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEF1A1,0.001367334524790446,0.15735332568486532,0.05717004934946696,0.05260830322901408,0.14890575408935547,0.1062082290649414,0.08490969737370808,0.10645132859547933,0.16348106463750203,0.06826083660125733,0.0,0.005586198965708415,0.005029197533925374,0.011944750944773356,0.06237049500147502,0.07672027746836345
COX7A2,0.0,0.5208505233128865,0.4666666666666667,0.0,0.5160679817199707,0.671440311272939,0.0,0.5568477153778076,0.5085725625356038,0.514197047551473,0.0,0.0,0.0,0.46739869912465415,0.5948295950889587,0.0
MYO6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN3,0.0,0.0,0.0,0.0,0.8448739767074585,0.8727161884307861,0.0,0.0,0.876362160841624,0.0,0.0,0.0,0.0,0.8,0.0,0.0
SH3BGRL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
IBTK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNRC1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RRAGD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CD24,0.0,0.0,0.0,0.0,0.8266409158706665,0.7571158766746521,0.0,0.7896224697430928,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.777011493841807,0.0
SEC63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SNX3,0.0,0.0,0.0,0.0,0.971068541208903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
CD164,0.0,0.0,0.0,0.0,0.8432836095492046,0.8821049094200134,0.0,0.8577753901481628,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
RWDD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FAM162B,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPRC6A,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPD52L1,0.0,0.0,0.0,0.0,0.881407105922699,0.0,0.0,0.8736570517222086,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
HDDC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NCOA7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6orf58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN2,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.9537373900413513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS12,0.0009793996810913085,0.22047594388326008,0.07573207219441731,0.05487553278605143,0.15331803957621257,0.12689138650894166,0.10955803394317627,0.1469875375429789,0.13040390809377034,0.06152892510096232,0.004511145750681559,0.007094808419545491,0.0,0.0064084490140279135,0.04931082328160604,0.15639734268188477
SGK1,0.0,0.9697966337203979,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PERP,0.0,0.7966073592503865,0.0,0.0,0.7279239137967427,0.7315746506055196,0.0,0.7124586979548136,0.7176423668861389,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0
ARFGEF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEBP2,0.0,0.0,0.0,0.0,0.9786206722259522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
CITED2,0.0,0.0,0.0,0.0,0.0,0.990166449546814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
DYNLT1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RNASET2,0.0,0.0,0.0,0.0,0.8928776701291402,0.0,0.9574160615603129,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
PSMB1,0.0,0.0,0.0,0.0,0.9134686589241028,0.953849728902181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
FAM20C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ACTB,0.0,0.26488871574401857,0.25812158981959027,0.23605062166849772,0.2297861695289612,0.32476867039998375,0.3415607968966166,0.21813973983128865,0.44241662820180255,0.38778274059295653,0.0,0.23955035209655762,0.13333333333333333,0.15180853605270386,0.2071472446123759,0.28033288319905597
RAC1,0.0,0.0,0.0,0.0,0.8484840154647827,0.9161081711451212,0.0,0.8635620872179667,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
KDELR2,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.9557087659835816,0.0,0.0,0.0,0.0,0.0,0.9031767686208089,0.0,0.0
NDUFA4,0.0,0.2631151994069417,0.15698232650756835,0.1887011408805847,0.27583337227503457,0.47346633275349936,0.15984614292780558,0.25641484260559083,0.26533167362213134,0.23941754102706908,0.0,0.3068442463874817,0.13333333333333333,0.15949846903483073,0.3772290309270223,0.14488691488901775
ARL4A,0.0,0.0,0.0,0.0,0.0,0.9846436103185018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ETV1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TSPAN13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9759854435920715,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
AGR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMM7,0.0,0.40912067890167236,0.28919272422790526,0.3125699877738953,0.3861279884974162,0.3646576484044393,0.30536158084869386,0.31149173180262246,0.4021176258722941,0.32103080352147423,0.0,0.0,0.0,0.26666666666666666,0.27918174664179485,0.33112961451212564
CYCS,0.0,0.0,0.0,0.0,0.0,0.9564062555631002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.9193940798441569,0.0
HNRNPA2B1,0.0,0.6492480595906576,0.6734245697657267,0.0,0.6055140296618143,0.6716169993082682,0.0,0.5760413567225139,0.6027545968691508,0.6320281306902568,0.0,0.0,0.0,0.5333333333333333,0.0,0.0
AQP1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEPTIN7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIA,0.0,0.4962077856063843,0.4155481974283854,0.3824465950330099,0.46891091267267865,0.6049651821454366,0.39670728842417396,0.3687761704126994,0.5114591797192891,0.363697608311971,0.0,0.0,0.0,0.3333333333333333,0.37385682662328085,0.0
RAMP3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEC61G,0.0,0.0,0.0,0.0,0.8213058988253276,0.8679474631945292,0.0,0.8173107186953227,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
NIPSNAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CHCHD2,0.0,0.4092537005742391,0.37463494539260866,0.41083551247914635,0.4249163945515951,0.6058870673179626,0.3333333333333333,0.4585126399993896,0.44520885149637857,0.4475431005160014,0.0,0.0,0.0,0.3601007421811422,0.46592409213383995,0.0
CLDN3,0.0,0.0,0.0,0.0,0.9303588271141052,0.9042986154556274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
CLDN4,0.0,0.0,0.0,0.0,0.8964507778485616,0.9123711228370667,0.0,0.8470535755157471,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
GTF2I,0.0,0.0,0.0,0.0,0.9791051944096884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
MDH2,0.0,0.0,0.0,0.0,0.8998649040857951,0.9515331029891968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
HSPB1,0.0,0.8510209361712138,0.0,0.0,0.0,0.858871328830719,0.0,0.0,0.8026225606600443,0.0,0.0,0.0,0.0,0.0,0.8,0.0
HEPACAM2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNG11,0.0,0.0,0.9614916165669759,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL1A2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDK4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEM1,0.0,0.0,0.0,0.0,0.9714894572893779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
BRI3,0.0,0.0,0.0,0.0,0.830950665473938,0.8911338845888773,0.0,0.8370991230010987,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
ATP5MF,0.0,0.0,0.0,0.0,0.8403768261273702,0.8874721050262451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8204278270403544,0.0
AZGP1,0.0692400852839152,0.007663619518280029,0.03241865634918213,0.018332711855570474,0.513263471921285,0.0,0.04659297863642375,0.5007672548294068,0.009484608968098959,0.03676045735677083,0.04936517477035522,0.1289864420890808,0.26332268317540486,0.10070119301478068,0.25878387689590454,0.09725342194239299
LAMTOR4,0.0,0.0,0.0,0.0,0.9003672242164612,0.9500946998596191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
AGFG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PCOLCE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNB2,0.0,0.0,0.0,0.0,0.0,0.9853458960851034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ZNHIT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FIS1,0.0,0.0,0.0,0.0,0.8390953620274861,0.8807663361231486,0.0,0.8287890474001567,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
KMT2E,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYPL1,0.0,0.0,0.0,0.0,0.9080478072166442,0.9142515261967977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
NAMPT,0.0,0.0,0.0,0.0,0.9834548672040303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
LAMB1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAV1,0.0,0.0,0.8958617647488912,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.9028860171635945,0.0,0.0,0.0,0.0,0.0,0.0
CFTR,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFA5,0.0,0.0,0.0,0.0,0.0,0.9877898176511128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ATP6V1F,0.0,0.0,0.0,0.0,0.9178551355997722,0.9614392876625061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
AKR1B1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALD1,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.8716810464859008,0.9172499020894368,0.0,0.0,0.0,0.0,0.0,0.0
NDUFB2,0.0,0.6812869350115458,0.0,0.0,0.7021569212277731,0.7553231358528137,0.0,0.7047032078107198,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.7741983493169149,0.0
PIP,0.05309755404790242,0.004070659478505452,0.024916406472524008,0.02342491547266642,0.0,0.005355354150136312,0.04622875054677327,0.018558605511983236,0.014329902331034343,0.021560680866241456,0.12092947959899902,0.06543413798014323,0.17126226425170898,0.0819159746170044,0.0606230894724528,0.07534209489822388
GSTK1,0.0,0.0,0.0,0.0,0.9566543300946554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
RARRES2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHEB,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A6,0.0,0.7780725558598837,0.0,0.0,0.7862029989560445,0.8055800875027974,0.0,0.7564067602157593,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,0.0
CD99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMSB4X,0.15995659828186035,0.09770202239354452,0.37414687871932983,0.2981456955273946,0.21422069470087687,0.4110215544700623,0.4233900308609009,0.11301842133204142,0.16484869321187337,0.3441545089085897,0.06666666666666667,0.0,0.08275940815607706,0.07402634223302205,0.1449414054552714,0.4485197861989339
GPM6B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PDHA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SMS,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRDX4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SAT1,0.0,0.689099927743276,0.0,0.0,0.7510093013445537,0.7374417861302693,0.7200467824935913,0.6666937549908956,0.0,0.0,0.0,0.6401741743087769,0.0,0.6,0.0,0.0
SRPX,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP6AP2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAOA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NDUFB11,0.0,0.0,0.0,0.0,0.8331205129623414,0.8678336421648661,0.0,0.8217413028081259,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
TIMP1,0.0,0.0,0.0,0.8801276048024496,0.8666666666666667,0.0,0.0,0.8873023509979248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UXT,0.0,0.0,0.0,0.0,0.9709821462631225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
RBM3,0.0,0.0,0.0,0.0,0.9136320908864339,0.9305716753005981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
RPS4X,0.029886277516682942,0.2794889330863953,0.0800724466641744,0.094977072874705,0.1628780166308085,0.1558313250541687,0.10981408754984538,0.1585573355356852,0.21235963503519695,0.08021451234817505,0.004841788609822591,0.0,0.010557961463928223,0.014985195795694987,0.08143754402796427,0.12114769220352173
COX7B,0.0,0.6506078759829204,0.0,0.0,0.5823344628016154,0.6934200048446655,0.0,0.5771084785461426,0.5333333333333333,0.5639639059702556,0.0,0.0,0.0,0.5420694867769877,0.7076525727907816,0.0
PGK1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH3BGRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TSPAN6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RPL36A,0.0,0.8220984975496928,0.0,0.0,0.787513788541158,0.0,0.0,0.7576916813850403,0.7846991459528605,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,0.0
BEX3,0.0,0.0,0.0,0.0,0.9124230543772379,0.0,0.0,0.0,0.9289369742075603,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
TSC22D3,0.0,0.6248778621355693,0.5636926134427388,0.6457050601641338,0.4749177098274231,0.0,0.5548804680506388,0.0,0.0,0.5130808194478352,0.0,0.6109225114186605,0.0,0.4666666666666667,0.0,0.6722574075063069
SLC25A5,0.0,0.7910888989766439,0.0,0.0,0.7535617470741272,0.841841729482015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.8288934747378032,0.0
RPL39,0.013118489583333334,0.25525712172190346,0.0685601790746053,0.06413460969924926,0.14801628589630128,0.08848100900650024,0.14235814015070597,0.12734164396921793,0.1421973466873169,0.07005921999613444,0.0,0.02326731284459432,0.0034273187319437664,0.02062098979949951,0.044793351491292314,0.17400524218877156
NDUFA1,0.0,0.7224894762039185,0.0,0.0,0.6937513987223307,0.7693270643552145,0.0,0.6891253670056661,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.7505819360415141,0.0
LAMP2,0.0,0.0,0.0,0.0,0.978339147567749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
BGN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCAP31,0.0,0.0,0.0,0.0,0.9108590126037598,0.9577014287312825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
SSR4,0.4782945195833842,0.09515825510025025,0.09260711669921876,0.13979811668395997,0.4814095099767049,0.10126721064249675,0.1344394365946452,0.4132320721944173,0.10344376564025878,0.15027382771174114,0.06666666666666667,0.0,0.1444498062133789,0.13526692390441894,0.11123228470484416,0.1673278570175171
FLNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9619022846221924,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
RPL10,0.013667396704355876,0.19431617657343547,0.06512982845306396,0.0666780948638916,0.10829641819000244,0.07596822579701741,0.09015187819798788,0.12593445777893067,0.14578163623809814,0.07721103032430013,0.0,0.016351771354675294,0.005561796824137369,0.008227252960205078,0.02433712879816691,0.10801340341567993
FUNDC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
DEFB1,0.0,0.843168850739797,0.0,0.0,0.0,0.8636411507924397,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8452042619387309,0.0
CTSB,0.0,0.0,0.0,0.0,0.9091314236323039,0.0,0.9449914137522379,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
NKX3-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLU,0.0,0.8911316474278768,0.0,0.0,0.8004373033841451,0.0,0.0,0.0,0.8,0.0,0.0,0.8532570242881775,0.0,0.0,0.0,0.0
SARAF,0.0,0.0,0.0,0.0,0.6945615967114767,0.7386324803034464,0.6963119626045227,0.7251261194547017,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.7351496100425721
EIF4EBP1,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9486259579658508,0.0,0.0
PLPP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TACC1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SFRP1,0.0,0.0,0.0,0.0,0.9141451597213746,0.0,0.0,0.0,0.9211586912473043,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
SLC20A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CEBPD,0.0,0.6260746359825134,0.5927586515744527,0.6111346483230591,0.6283551335334778,0.0,0.5900611678759257,0.0,0.5250259796778362,0.630442492167155,0.0,0.0,0.0,0.4900501608848572,0.4666666666666667,0.0
SDCBP,0.0,0.0,0.0,0.0,0.9788094321886699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
RAB2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ASPH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RPL7,0.0,0.5367924650510152,0.358048681418101,0.3447498281796773,0.46110717455546063,0.4564688324928284,0.3667715311050415,0.4945924639701843,0.48959168990453084,0.4066750804583232,0.0,0.0,0.0,0.3333333333333333,0.36831626494725545,0.0
TPD52,0.0,0.0,0.0,0.0,0.0,0.9895437161127726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
FABP5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FABP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RBIS,0.0,0.0,0.0,0.0,0.9555529435475667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
CA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
UQCRB,0.0,0.4003937085469564,0.2615520675977071,0.2262182076772054,0.30716988643010457,0.4724491079648336,0.27865327199300133,0.3044323682785034,0.3231298247973124,0.30042219161987305,0.0,0.0,0.2,0.22795431613922118,0.44808002312978107,0.2732679764429728
RPL30,0.007480418682098389,0.24722367525100708,0.09905625979105631,0.0850895325342814,0.1565333644549052,0.1473301410675049,0.12743473450342815,0.16103509267171223,0.17320035298665365,0.09905625979105631,0.0,0.011545189221700032,0.003706475098927816,0.022223977247873943,0.05671329100926717,0.19827749729156494
COX6C,0.0,0.5826837380727132,0.0,0.0,0.561301589012146,0.6559073845545451,0.0,0.5682881275812784,0.6000852028528849,0.5968140363693237,0.0,0.0,0.0,0.5333333333333333,0.6799030661582947,0.0
PABPC1,0.0,0.35267298221588134,0.23781473636627198,0.0,0.42450871467590334,0.2492455204327901,0.3141402761141459,0.29791767994562784,0.24174955288569133,0.2560308376948039,0.0,0.31942111253738403,0.20282751321792603,0.22250140110651653,0.2,0.24924536943435668
NCALD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EIF3E,0.0,0.8040440519650777,0.0,0.0,0.7738670825958252,0.8001990954081217,0.0,0.0,0.7851691802342733,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,0.0
ENY2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EIF3H,0.0,0.0,0.0,0.0,0.9725871006647746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
DEPTOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FBXO32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
