,Adipocytes,Arterial SMC,Arterial endothelial cells,Atria-enriched endothelial cells,Atria-enriched pericytes,Atrial cardiomyocytes,Basic SMC,CMC-like endothelial cells,CMC-like pericytes,Capillary endothelial cells,Cytoplasmic cardiomyocytes,Fibroblast-like endothelial cells,Fibroblasts,Immune-related endothelial cells,Lymphatic endothelial cells,Lymphoid,MT-high fibroblasts,Mast cells,Mesothelial cells,Myeloid,NK cells,Neuronal cells,Stromal pericytes,Venous endothelial cells,Ventricle-enriched pericytes,Ventricular cardiomyocytes
RRBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94203264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSL24D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8184333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSRP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0135299,0.0,1.3715895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTN3,1.0676646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTN4,1.3913405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7683969,0.0,1.035565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUNX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0983458,0.0,0.0,0.0,0.0,0.0,0.0
RWDD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7585012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RYR2,1.6453431,2.9124262,0.0,1.1998585,0.0,5.105548,1.6635616,2.6385312,4.311194,0.0,4.340652,2.6224952,2.0837848,0.0,1.4207563,0.0,0.0,1.7242467,1.769709,0.0,0.0,1.7055676,0.0,0.0,0.0,5.27095
S100A10,0.0,0.0,1.6405498,0.0,0.0,0.0,0.0,0.0,0.0,1.8496543,0.0,0.0,0.0,1.9406998,0.0,0.0,2.164074,0.0,1.3994555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A11,0.0,0.0,1.9081383,0.0,0.0,0.0,0.0,0.0,0.0,1.0928457,0.0,0.0,0.0,1.9025383,0.0,0.0,2.0410671,0.0,0.0,0.0,0.0,0.0,1.0014977,0.0,0.0,0.0
S100A13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8293965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7217603,0.0,0.0,0.0,2.638885,0.0,0.0,0.0,0.0,0.0
S100A6,0.0,0.0,2.9309926,0.0,0.0,0.0,0.0,0.0,0.0,1.8931357,0.0,0.0,0.0,2.1587033,0.0,0.0,3.6616027,0.0,1.8971024,0.0,1.9022948,0.0,0.0,0.0,0.0,0.0
SAMD4A,0.0,0.0,0.0,0.0,0.0,2.6303265,0.0,0.0,1.4407178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7710986,0.0,0.0,0.0,0.0,0.0,0.0,2.1266606
SAMHD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8598843,0.0,0.0,0.0,0.0
SAMSN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4503889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAP18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2431153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SARAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.278153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SASH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4805362,0.0,0.0,1.9018124,0.0,0.0,0.0,1.3363326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAT1,2.3375092,0.0,0.0,1.1027628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7116758,0.0,3.3093085,2.443672,1.6587243,0.0,0.0,0.0,0.0,0.93629247
SBDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9001887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBF2,1.6712477,0.0,0.0,1.0425875,0.0,1.350562,0.0,0.0,1.6210585,0.0,0.0,1.7653792,0.0,0.0,2.132659,0.0,0.0,0.0,0.7579331,1.446403,0.0,0.0,0.0,0.0,0.0,1.372422
SCAPER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2405765
SCARA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3207209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCARB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7357068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCN7A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5062069,0.0,0.0,0.0,0.0,2.8779912,0.0,0.0,0.0,0.0
SCP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85390437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCPEP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9712438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3163091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDCBP,0.0,0.0,0.9554622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3254733,0.0,0.0,0.93211806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9881799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDHD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7778954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEC11A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0697355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEC14L1,0.0,0.0,1.7865701,0.0,0.0,0.0,0.0,1.4898491,0.0,1.8232756,0.0,0.0,0.0,1.7267127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEC61B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1536268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEC61G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9892397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEC62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4327726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SELENOF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1026284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SELENOK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8416241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SELENOM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0625808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SELENOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7274094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SELENOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1466931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SELENOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.318611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0440166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEMA3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1160073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEMA3C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5472673,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEMA3D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9975405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEMA5A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2200049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7189877
SEMA6A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEPTIN7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90419376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERF2,0.0,0.0,1.9947752,0.0,0.0,0.0,0.0,0.0,0.0,1.6784599,0.0,0.0,0.0,1.5549452,0.0,0.0,2.3643754,0.0,0.0,0.0,2.458037,0.0,1.8276424,0.0,0.0,0.0
SERINC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1639764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERINC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9746219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7918985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPING1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2395864,0.0,1.022452,0.0,0.0,0.0,0.85479605,0.0,0.0,0.0
SESN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2286537
SETBP1,0.0,0.0,0.0,1.6120832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SETD5,0.8890717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2913866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7925597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SF3B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79675174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SF3B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77662504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SF3B6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73548037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGCD,0.0,0.0,0.0,0.0,0.0,3.0053785,0.0,0.0,2.3924584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3196719
SGCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8497434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGCG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3144144
SGK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.457553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH3BGRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH3BGRL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7265224,0.0,0.0,0.0,2.5694842,0.0,0.0,0.0,0.0,0.0
SH3BP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70990866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH3KBP1,0.8774636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH3RF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIK2,2.6252031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIK3,1.1285514,0.0,0.0,1.6233416,0.0,1.3816624,0.0,0.0,1.4084467,0.0,0.0,1.8185024,0.0,0.0,0.0,0.0,0.0,0.0,2.1498601,0.0,0.0,0.0,0.0,0.0,0.0,1.3239508
SIVA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70901644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9378113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8476255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC16A7,1.5732791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4435539
SLC18A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6688409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC19A3,1.2123756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC1A3,1.8422426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4609755
SLC20A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1137724
SLC24A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7003953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5293832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0556045
SLC25A4,0.0,0.0,0.0,0.0,0.0,0.9964583,0.0,0.0,0.0,0.0,2.0305314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56131
SLC25A5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7167556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5705981,0.0,0.0,0.0,0.0,0.0,0.7672964,0.0,0.0,0.0
SLC35F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1819057,0.0,0.0,0.0,0.0
SLC38A11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2065227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC38A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8089216,0.0,1.2054799,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC39A8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6851974,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC4A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5283928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC7A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0572155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC7A6,1.524657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9978076
SLC8A1,0.0,2.19085,0.0,0.0,0.0,3.7595897,1.8833796,0.0,3.335126,0.0,2.9556878,1.9262005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0853262,0.0,0.0,0.0,0.0,0.0,4.095263
ENSG00000227028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7265224
SLC8A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0894961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NHERF2,0.0,0.0,2.6561005,0.0,0.0,0.0,0.0,0.0,0.0,2.3915558,0.0,0.0,0.0,2.1400113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC9A9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.153638,0.0,0.0,0.0,0.0,0.0,0.0
SLCO2A1,0.0,0.0,0.0,1.65752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5487586,0.0,0.0
SLCO3A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8125308
SLIT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2451384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLIT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1779046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLMAP,0.0,1.3881723,0.0,0.0,0.0,1.6328428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5468936
SMAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5931587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7301629,0.0,0.0,0.0,0.0,0.0,0.0,0.99532944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMG6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6662303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMIM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7948829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMYD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98228997
SMYD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0934111,0.0,0.0,0.0,0.0,0.0,2.9458137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SND1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3425665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNED1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77492094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8472979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNTG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4972222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNU13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76360583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNX29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2324271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2441692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3663435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7002215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
