,Ascending vasa recta endothelium,B cell,CD4 T cell,CD8 T cell,Connecting tubule,Descending vasa recta endothelium,Distinct proximal tubule 1,Distinct proximal tubule 2,Epithelial progenitor cell,Fibroblast,Glomerular endothelium,Indistinct intercalated cell,MNP-a/classical monocyte derived,MNP-b/non-classical monocyte derived,MNP-c/dendritic cell,MNP-d/Tissue macrophage,Mast cell,Myofibroblast,NK cell,NKT cell,Neutrophil,Pelvic epithelium,Peritubular capillary endothelium 1,Peritubular capillary endothelium 2,Plasmacytoid dendritic cell,Podocyte,Principal cell,Proliferating Proximal Tubule,Proximal tubule,Thick ascending limb of Loop of Henle,Type A intercalated cell,Type B intercalated cell
PLD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8448386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3880143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUDT14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8817107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRIP2,1.3736782,0.0,0.0,0.0,0.0,2.32793,0.0,0.0,0.75385654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0045304,0.0,0.0,0.0,0.0,1.5073916,2.5777366,0.0,0.9412693,0.8716501,0.0,0.0,0.0,0.0,0.0
CRIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2024583,0.0,0.0,0.0,2.0045304,0.0,1.1266692,0.0,0.0,0.0,1.3250653,1.1105917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000211895,0.0,1.7963575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000211896,0.0,1.2479624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPN,0.0,0.0,0.0,0.0,1.3922772,0.0,0.0,0.0,0.0,0.0,0.0,1.5461732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2612354,0.0,0.0,0.0,0.87361556,0.99581206
TJP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9759893,0.0,0.0,0.0,0.0,0.0,0.0
EMC7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4207981,0.0
EMC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6385648,0.0,0.0,0.0,0.0,0.0
NOP10,0.0,0.0,0.0,0.0,0.61926347,0.0,0.83936894,0.0,0.0,0.0,0.0,1.867943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6641731,0.0,0.0,0.63370913,0.0,0.0,0.0,0.0,0.0,1.0804157,0.9886565
MEIS2,1.7945148,0.0,0.0,0.0,0.0,1.6632725,0.0,0.0,0.0,0.0,2.1835046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9652717,1.7416917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF2AK4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0292261,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRP14,2.0519068,0.0,0.0,0.0,2.493996,3.1839414,2.3283212,2.5483723,2.4013948,2.5077631,2.0968843,2.9276352,1.515082,1.7018903,1.5824308,0.0,0.0,2.4374537,1.906919,0.0,0.0,0.0,2.2025757,3.6972666,2.3469071,1.8575985,2.4206395,0.0,0.0,3.202139,2.4084158,2.4927914
SPINT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71519715,0.0,0.0,0.0,0.0,0.0
RTF1,0.0,0.0,0.0,0.0,0.0,0.0,0.8371371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1882603,0.0,0.0,0.0,0.0,0.0
TYRO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7386572,0.0,0.0,0.0,0.0,0.0,0.0
EHD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2848256,1.0894961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM87A,0.0,0.0,0.0,0.0,0.0,0.0,0.17704733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAP1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77618265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDIA3,0.0,0.0,0.0,0.0,1.2545068,0.0,1.0746102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.258601,0.0,0.0,0.0,0.0,0.0,1.4554399,1.8640168,1.2906594,0.0,0.0,0.0,1.304113,1.096218
SERF2,2.169275,2.0601275,2.4870176,2.5147595,2.67305,2.3502,2.5811763,2.6620917,2.598711,1.168079,2.355042,3.075503,2.9039311,2.9484649,2.3950024,0.0,0.0,2.3728223,2.6647615,2.5178127,0.0,2.9747543,2.3545027,2.5047915,2.575152,2.7193854,2.5464182,2.8907497,2.8746223,3.3505301,2.430315,2.6685774
B2M,5.187932,4.702852,5.274282,5.418493,2.9268024,4.8441453,3.4000356,4.07716,3.388904,3.6102433,5.4488044,3.11722,4.8304453,4.9925222,4.58527,4.830101,4.1757393,4.0297813,5.468074,5.510193,5.264283,3.967808,5.189801,4.5798707,4.515563,3.80155,3.0097678,0.0,0.0,0.0,3.9158676,3.4836388
GATM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6683433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9631848,3.682548,0.0,0.0,0.0
DUT,0.0,0.0,0.0,0.0,0.0,0.0,0.35516465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9596463,0.7314024
EID1,0.0,0.0,0.0,0.0,1.4224399,0.0,1.5403402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7161902,0.0,0.0,0.0,0.0,0.0,1.5683088,0.0,1.7238681,1.4632729,0.0,0.0,0.0,1.1826961,1.443142
ENSG00000244879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47130302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYSMD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7992143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMOD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85944146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDR72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6690032
RSL24D1,0.0,0.0,0.0,0.0,0.733056,0.0,0.6935208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8243551
CCPG1,0.0,0.0,0.0,0.0,0.61926347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4089994,0.0,0.0,0.0,0.66641235,0.0
MNS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1207805,0.0,0.0,0.0,0.0,0.0
CGNL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49487114
ADAM10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.398075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MINDY2,0.0,0.0,0.0,0.0,0.5288201,0.0,0.22623178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6213283,0.0,0.0,0.0,0.0,0.0
SLTM,0.0,0.0,0.0,0.0,0.6783813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32595477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF2A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75314,0.7851005,0.0,0.0,0.0,0.0,0.7940183
ANXA2,1.926451,0.0,0.0,0.0,0.0,2.099023,1.9044237,0.0,1.8390951,0.0,0.0,0.0,1.676926,1.7015238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1002712,1.9510707,2.5018032,0.0,2.846361,1.9048498,0.0,0.0,0.0,0.0,0.0
TPM1,0.0,0.0,0.0,0.0,0.78533405,0.0,2.8229108,0.0,2.2152958,1.1123564,0.0,0.78863513,0.0,0.0,0.0,0.0,0.0,2.5057557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3417907,0.0,0.0,0.0,1.1927737,1.0103537
RPS27L,0.0,0.0,0.0,0.0,1.2897947,0.0,1.4947519,1.3941834,1.3201447,2.4387188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3689605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2780755,0.0,2.094795,0.0,1.1044799,0.0
CA12,0.0,0.0,0.0,0.0,1.9318712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0285695,2.8799286
HERC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0168967
CIAO2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0762408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIB,0.0,0.0,0.0,0.0,1.291004,0.0,1.4113657,0.0,1.0563626,0.0,1.4471486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34966,1.8575985,1.521839,0.0,0.0,0.0,1.2139342,1.1323853
OAZ2,0.0,0.0,0.0,0.0,0.56303895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0669763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77786356
HACD3,0.0,0.0,0.0,0.0,1.205439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5580963,0.0,0.0,0.0,1.0704067,0.7314024
RAB11A,0.0,0.0,0.0,0.0,0.5631724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68928635,0.9703269
RPL4,0.0,2.9004393,2.6333191,2.19085,2.0291486,0.0,2.0731015,1.8204513,2.0298858,2.3339055,0.0,2.8939302,2.3888135,2.4029865,2.6359942,0.0,0.0,1.9133714,2.0626044,2.4605665,0.0,2.8083029,0.0,1.9647442,2.7518787,0.0,1.8266127,0.0,0.0,2.2207959,2.6916952,2.6761203
ANP32A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.978419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9535466,0.0
RPLP1,3.316381,4.341803,4.09471,3.8624935,3.3770013,3.714548,3.6851552,3.4138818,3.5242677,3.6502538,3.0751526,3.752675,4.139819,3.9106698,4.1881022,3.905713,3.786195,3.6801584,3.7607021,3.9276118,0.0,4.6486306,3.3596034,3.8215368,4.07907,2.7693136,3.0896058,3.7143528,3.3717477,3.5944629,3.6885383,3.9300935
UACA,0.0,0.0,0.0,0.0,0.0,0.0,0.46161664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3812159,1.6008534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYO9A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32595477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKM,0.0,0.0,0.0,0.0,1.7136309,0.0,1.3653343,0.0,2.1365147,0.0,0.0,1.867943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.776,0.0,0.0,0.32595477,0.0,2.285944,0.0,0.0,2.1694477,1.9482567,1.5136244
ADPGK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32595477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEMA7A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91652256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBL7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78981125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX5A,0.0,0.0,0.0,0.0,1.5942526,0.0,0.0,0.0,0.0,0.0,0.0,2.8839865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.335839,0.0,0.0,2.239016,2.3335705,2.1611536
RCN2,0.0,0.0,0.0,0.0,0.0,0.0,0.53780377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3203867,0.0,0.0,0.0,0.7103556,0.55105233
IDH3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1791209,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMA4,0.0,0.0,0.0,0.0,0.8717176,0.0,0.0,0.0,0.0,2.3249037,0.0,0.0,0.0,1.1453758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8598343,0.0
MORF4L1,0.0,0.0,0.0,0.0,1.8407756,0.0,1.658422,1.8373431,1.2482102,0.0,0.0,1.763184,0.0,0.0,0.93593353,0.0,0.0,1.5435561,0.0,0.0,0.0,0.0,0.0,1.6896551,1.6695004,2.0610242,1.8469265,0.0,0.0,0.0,1.3446594,1.4062257
CTSH,0.0,0.0,0.0,0.0,1.291004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2306006,0.0,0.0,0.0,0.0,0.0,0.0,0.66682345,0.0,0.0,0.0,0.0,2.2925959,0.0,0.0,0.0,0.0,0.0
BCL2A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.767454,1.9261504,0.0,0.0,0.0,0.0,0.0,0.0,3.2605035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZFAND6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78863513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6698992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS17,2.3723814,3.2094014,3.049616,2.8996277,2.680461,2.775641,2.9837313,2.9039643,2.8600736,3.1985383,2.1509147,3.5496984,3.2029953,3.1335578,3.3237872,3.1536555,0.0,2.6401327,2.901726,3.2655787,0.0,4.0494156,2.6321208,2.825218,3.6087065,0.0,2.5580206,0.0,2.8278515,3.0393023,3.2803981,3.3879716
TM6SF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEC11A,0.0,0.0,0.0,0.0,1.0635492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9530567,1.1214336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95047057,0.0,0.0,0.0,1.2908128,1.5463536
AKAP13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0207183,0.0,0.0,0.0,0.91024005,0.0,0.0,0.0,0.0,1.2991537,1.2077844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISG20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2931197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MFGE8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0592318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5378087,0.0
RHCG,0.0,0.0,0.0,0.0,2.0915008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4217188,0.0
IDH2,0.0,0.0,0.0,0.0,1.3606049,0.0,0.0,0.0,0.0,0.0,0.0,2.4379778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.257761,1.7368556,0.77786356
CIB1,0.0,0.0,0.0,0.0,0.92882556,0.0,0.36814615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1828456,0.0,0.0,0.0,1.2402272,1.0567052
IQGAP1,0.0,0.0,0.0,0.0,0.5137493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98804677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9766816,0.76984394,0.0,0.6863651,0.0,0.0,0.0,0.0,0.0
CHD2,0.0,0.0,0.0,0.0,0.0,0.0,0.15474364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7928755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEF2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3703828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SELENOS,0.0,0.0,0.0,0.0,0.0,0.0,0.3098001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7669842,0.0,0.88546556,0.0,0.0,0.0,0.7319901,0.76878303
SNRNP25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37602106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METTL26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73568076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCRIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7537056,0.0
TPSB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9563313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPSAB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.898119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPSD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56765777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4767733,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1727157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6295782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NME3,0.0,0.0,0.0,0.0,0.56393546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFB10,0.0,0.0,0.0,0.0,1.2021326,0.0,1.1386954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3878338,1.3502796
RPS2,2.2934117,4.0211377,3.877817,3.730394,2.747557,2.8817997,2.7697837,2.1704204,2.6377344,3.8115788,2.012773,3.8834538,3.607564,3.7215922,3.8024821,3.596243,3.658212,2.7689633,3.2746992,3.869958,0.0,4.320062,2.1866283,2.7302628,3.8785927,0.0,2.4413495,0.0,0.0,3.1001003,3.4367008,3.3740141
NHERF2,1.3942975,0.0,0.0,0.0,0.0,3.0224128,0.0,0.0,0.0,0.0,2.5439818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9793868,3.5206344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI1,0.0,0.0,0.0,0.0,0.56303895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNPS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32595477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRRM2,0.0,0.0,0.0,0.0,0.0,0.0,1.1471126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782505,1.1791209,0.0,1.0468426,0.0,0.0,0.0,0.0,0.8243551
