,Endothelial1,Endothelial2,Fibroblast,Lymphocyte,Macrophage,Microvasculature,Smooth Muscle,Uncharacterized
TERF1,0.0,0.35883957,0.36880893,0.0,0.0,0.43229938,0.39244467,0.53983116
SBSPON,0.0,0.0,0.0,0.0,0.0,0.48112667,0.44304645,0.2829775
RPL7,2.9170127,2.5802572,2.6168876,2.599443,2.412283,2.7305453,2.5486608,2.7397563
ELOC,0.757136,0.69891334,0.5997013,0.34073174,0.8189529,0.8223652,0.7483859,0.7203123
TMEM70,0.0,0.0,0.0,0.0,0.504027,0.0,0.0,0.0
LY96,0.2506115,0.0,0.0,0.0,1.0116606,0.0,0.0,0.0
ZC2HC1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2829775
ZNF704,0.0,0.0,0.4088351,0.0,0.0,0.0,0.49624974,0.0
PAG1,0.0,0.0,0.0,0.0,0.41233978,0.0,0.0,0.0
FABP5,1.6376511,0.0,0.0,0.0,1.440442,0.95564276,0.0,0.0
FABP4,2.3813403,0.0,0.0,0.0,0.0,2.7861314,0.0,0.0
ZFAND1,0.0,0.0,0.0,0.0,0.0,0.3842454,0.45999262,0.0
RBIS,0.9354979,0.78308517,0.96953887,0.52494025,0.7303555,0.9650529,0.89798474,1.0111319
WWP1,0.28636867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPNE3,0.7209901,0.7633306,0.73689765,0.0,0.33363378,0.6659634,0.76513904,0.8401246
DECR1,0.47988978,0.61241424,0.49465877,0.0,0.42298394,0.42913908,0.23264363,0.48918992
ENSG00000253738,0.4295851,0.54045886,0.49312818,0.0,0.0,0.52291095,0.45777386,0.6447712
RUNX1T1,0.4708981,1.4660522,0.0,0.0,0.0,0.0,0.0,0.62617135
CIBAR1,0.0,0.0,0.15119821,0.0,0.0,0.0,0.0,0.0
GEM,0.0,0.0,0.0,0.0,0.0,0.6697476,0.738392,0.0
UQCRB,2.015861,1.9907624,1.6256466,1.7739627,1.8577049,2.19062,2.2168405,1.8317419
SDC2,0.0,0.0,0.7540335,0.0,0.0,0.39709425,0.826771,0.83651185
CPQ,0.0,0.4890435,0.7445649,0.0,0.45650867,0.22826889,0.6863302,0.6074265
MTDH,1.1804408,1.1950982,1.3674675,1.1298262,1.3612814,1.1309028,1.1755867,1.2520491
LAPTM4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45447168
MATN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7465133
RPL30,3.7360222,3.5277119,3.32752,3.9296227,3.2551253,3.2216191,3.3145967,3.4142964
COX6C,1.5360849,1.4436775,1.519059,1.4361827,1.5377169,2.2086134,1.9305785,1.9433919
POLR2K,0.5873426,0.6549398,0.5409433,0.0,0.49819311,0.79648435,0.85455036,0.64087963
RNF19A,0.43801734,0.41544127,0.4990943,0.0,0.0,0.0,0.1908541,0.0
PABPC1,1.6624403,1.3292892,1.1667864,1.5510943,1.9935448,1.4632423,1.2043755,1.2356638
YWHAZ,0.95174503,1.1630305,0.8789425,1.1741488,1.2273649,1.253664,1.0677638,0.9192182
ZNF706,0.7280289,0.76513904,0.7374662,0.8137717,1.0530255,0.6366588,0.5982505,0.7976562
KLF10,0.40676108,0.0,0.0,0.0,0.56056046,0.0,0.0,0.0
AZIN1,0.0,0.51813084,0.0,0.0,0.41479447,0.0,0.0,0.0
ATP6V1C1,0.0,0.0,0.0,0.0,0.36049545,0.0,0.0,0.0
FZD6,0.20536676,0.38483605,0.0,0.0,0.0,0.0,0.0,0.0
OXR1,0.29712754,0.47908127,0.26446557,0.0,0.0,0.0,0.3289706,0.0
ANGPT1,0.0,0.0,0.44081333,0.0,0.0,0.45725203,0.3218925,0.0
EIF3E,1.7807684,1.5569221,1.4078635,1.219795,1.2204046,1.4361622,1.4938354,1.4293574
EMC2,0.0,0.36995375,0.4259193,0.0,0.0,0.57769454,0.39774227,0.5027966
ENY2,1.0068958,0.72505724,0.8042867,0.37450346,0.89309955,0.76709557,0.77847147,0.80493563
TRPS1,0.0,0.0,0.48472852,0.0,0.40031564,0.0,0.0,0.0
EIF3H,1.090807,0.97797364,0.89105535,1.0429444,1.0929446,1.1156539,1.1714908,1.075089
RAD21,0.6471167,0.6736348,0.51607347,0.0,0.5443101,0.5208633,0.41974974,0.6447712
MED30,0.0,0.21081725,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,0.0,0.74366486,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF11B,0.0,0.0,0.0,0.0,0.0,0.0,0.60532254,0.0
CCN3,0.0,0.0,0.0,0.0,0.0,0.0,1.7964412,0.0
COL14A1,0.0,0.0,1.3805301,0.0,0.0,1.1158446,1.8232973,0.0
MRPL13,0.0,0.0,0.29748684,0.0,0.3644856,0.49990934,0.41503024,0.0
DERL1,0.0,0.0,0.0,0.0,0.3059715,0.0,0.0,0.0
FBXO32,0.0,0.0,0.0,0.0,0.0,0.36852682,1.0297899,0.41222757
FAM91A1,0.0,0.0,0.0,0.0,0.21625167,0.0,0.0,0.0
TATDN1,0.0,0.0,0.2997385,0.0,0.0,0.0,0.0,0.0
NDUFB9,0.79183257,0.7584811,0.8889032,0.69659114,0.7372482,1.2088482,0.9611844,0.8570926
MTSS1,0.0,0.0,0.0,0.0,0.7617898,0.0,0.0,0.87382704
MYC,0.4992085,0.0,0.0,0.0,0.0,0.22367576,0.0,0.0
CYRIB,0.0,0.0,0.0,0.0,1.3518417,0.0,0.0,0.0
ASAP1,0.7895937,0.469367,0.0,0.0,0.3805157,0.0,0.0,0.0
EFR3A,0.0,0.0,0.0,0.0,0.49051178,0.41600275,0.4035137,0.0
PHF20L1,0.44093198,0.44318616,0.42835516,0.0,0.39189947,0.3875623,0.23731166,0.0
SLA,0.0,0.0,0.0,0.0,0.9495698,0.0,0.0,0.0
NDRG1,0.9583266,0.70562667,0.8686807,0.0,0.0,0.0,0.32445312,1.0289321
ST3GAL1,0.0,0.0,0.0,0.0,0.20591,0.0,0.0,0.0
CHRAC1,0.0,0.0,0.0,0.0,0.0,0.0,0.31956404,0.0
PTK2,0.46533576,0.5641968,0.0,0.0,0.0,1.1546304,0.58576715,0.0
PTP4A3,0.0,0.0,0.0,0.0,0.0,1.2281559,0.0,0.0
LY6E,1.1367152,0.91527194,1.3243153,0.0,0.0,0.38811368,0.46953535,1.4267702
GSDMD,0.5360372,0.35883957,0.0,0.0,0.0,0.0,0.0,0.0
EEF1D,2.0002818,1.9351872,1.7696526,2.038383,1.8300371,1.9848254,1.8346108,1.9085784
PUF60,0.39791852,0.0,0.3940503,0.0,0.44135708,0.58297485,0.50540507,0.570913
PLEC,0.75007683,0.7828917,0.39366543,0.0,0.6217066,0.40849626,0.515985,0.4843807
GRINA,0.0,0.0,0.26965478,0.0,0.63690376,0.0,0.0,0.0
GPAA1,0.0,0.0,0.52535623,0.0,0.35419,0.4258379,0.50820386,0.53357667
CYC1,0.47387597,0.44729742,0.5545001,0.0,0.60178435,0.93212736,0.62377083,0.61595625
SHARPIN,0.0,0.0,0.0,0.0,0.0,0.25280124,0.30816546,0.0
MAF1,0.47011992,0.4268512,0.6210603,0.0,0.49140972,0.7844156,0.8237804,0.64459914
VPS28,1.0029712,1.0512263,0.93130183,0.9469063,0.9667789,1.1235051,1.1039629,0.88291466
ZFTRAF1,0.0,0.0,0.34333664,0.0,0.0,0.0,0.4425283,0.0
RPL8,3.4925303,3.1294231,3.0159855,3.166884,2.9278026,3.1247253,2.98801,3.191717
C8orf33,0.25983605,0.41380203,0.33379447,0.0,0.0,0.0,0.0,0.0
DOCK8,0.0,0.0,0.0,0.0,0.67799956,0.0,0.0,0.0
KANK1,0.0,0.0,0.0,0.0,0.0,0.0,0.21327022,0.0
SMARCA2,0.43801785,0.38325334,0.3920473,0.0,0.31271827,0.0,0.22148716,0.0
CDC37L1,0.0,0.0,0.0,0.0,0.0,0.0,0.31220487,0.0
AK3,0.0,0.0,0.37929904,0.0,0.0,0.44347608,0.31548735,0.0
BRD10,0.0,0.51127934,0.0,0.0,0.0,0.0,0.0,0.0
IL33,1.3845718,1.7699537,0.60920095,0.0,0.0,0.0,0.0,0.0
DMAC1,0.0,0.31498098,0.4248262,0.0,0.0,0.43574846,0.51847434,0.4659483
MPDZ,0.0,0.43378508,0.0,0.0,0.0,0.0,0.0,0.0
NFIB,1.471228,1.6571274,1.5945725,0.0,0.0,1.3411306,1.1430696,0.6056816
PSIP1,0.83947045,1.0938352,0.77233833,0.0,0.0,0.6729523,0.7334356,0.89673656
BNC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8078523
RRAGA,0.46211606,0.0,0.5811941,0.0,0.25970808,0.7076826,0.69293475,0.7203123
PLIN2,0.43751115,0.0,0.8204447,0.0,1.1220385,0.0,0.0,0.0
RPS6,3.7503035,3.3185847,3.1629052,3.0690255,2.9993558,3.1930838,3.0378356,3.264731
HACD4,0.0,0.0,0.0,0.0,0.19697507,0.0,0.0,0.0
TEK,0.523359,0.67543036,0.0,0.0,0.0,0.0,0.0,0.0
NDUFB6,0.55701417,0.67110026,0.61038995,0.0,0.50992763,0.77406603,0.68462014,0.61595625
DNAJA1,1.2841012,1.2000207,0.83904105,1.2647221,1.351702,0.92064834,0.75418246,0.9320713
SMU1,0.0,0.0,0.0,0.0,0.28158805,0.0,0.15325959,0.0
B4GALT1,0.0,0.7884464,0.5688284,0.0,0.57805306,0.0,0.0,0.4780542
BAG1,0.5217807,0.32013652,0.44353604,0.0,0.5819797,0.69837534,0.6466706,0.483664
CHMP5,0.8216506,0.9145094,0.7378932,0.0,0.65701354,0.8548932,0.82385933,0.94045967
UBE2R2,0.47768182,0.0,0.4314611,0.0,0.48367605,0.46413183,0.37367392,0.5585678
DCTN3,0.6197984,0.72058326,0.7554666,0.0,0.4634694,0.9402696,0.84468424,0.7743494
IL11RA,0.0,0.38700745,0.0,0.0,0.0,0.0,0.0,0.0
VCP,0.7228328,0.8809238,0.64366865,0.0,0.6779394,0.6792192,0.6385616,0.5769387
STOML2,0.0,0.0,0.41056266,0.0,0.0,0.6046434,0.4738034,0.49492112
CCDC107,0.0,0.5028999,0.63829815,0.0,0.43646348,1.1943762,1.1910369,0.5553213
TPM2,0.24304739,1.5125201,1.3090243,0.0,0.0,4.1855702,4.119588,1.5926906
TLN1,0.8855673,1.3937277,1.0265694,0.9992573,1.2311635,1.6356122,1.697958,1.0089674
CREB3,0.0,0.0,0.0,0.0,0.0,0.0,0.35672137,0.0
HINT2,0.0,0.0,0.0,0.0,0.0,0.37005073,0.3849642,0.0
GLIPR2,0.0,0.0,0.0,0.0,0.5049293,0.0,0.0,0.0
CLTA,1.1876397,1.1273267,1.0180341,0.62769103,1.4305905,1.0525954,1.0603259,1.0524385
GRHPR,0.40050668,0.38700745,0.5192175,0.0,0.44039902,0.6444917,0.5500112,0.617684
CNTNAP3B,0.0,0.5738081,0.0,0.0,0.0,0.0,0.0,0.0
PGM5,0.4438663,0.0,0.0,0.0,0.0,0.0,0.4688627,0.0
SMC5,0.0,0.0,0.35162893,0.0,0.0,0.0,0.0,0.0
KLF9,0.6913521,0.6430974,1.0386796,0.0,0.45677918,0.8523004,0.4029066,0.8389291
ZFAND5,0.6571933,0.6053603,0.8302952,0.0,0.7665864,0.6630434,0.50793576,0.84913063
ALDH1A1,0.0,0.68690616,0.43299812,0.0,0.0,0.0,0.0,0.7743494
ANXA1,1.1168807,1.3328241,2.0082443,1.7525811,1.7317603,1.4508579,2.0209174,1.4502981
OSTF1,0.4626789,0.0,0.0,0.34904122,0.9496913,0.0,0.0,0.0
RFK,0.0,0.452797,0.0,0.0,0.0,0.0,0.0,0.0
PRUNE2,0.0,0.0,0.0,0.0,0.0,0.0,0.41940343,0.0
VPS13A,0.0,0.5516759,0.0,0.0,0.0,0.0,0.0,0.0
GNAQ,0.81028867,0.97761154,0.0,0.0,0.6566502,0.0,0.0,0.0
TLE4,0.0,0.0,0.0,0.24337444,0.44653594,0.0,0.0,0.0
TLE1,0.0,0.31498098,0.0,0.0,0.0,0.0,0.0,0.0
UBQLN1,0.0,0.0,0.0,0.0,0.2420676,0.0,0.0,0.0
HNRNPK,1.4038062,1.4191054,1.2417132,1.2648704,1.3381549,1.4108073,1.3045108,1.4943235
NTRK2,0.0,0.0,0.6792831,0.0,0.0,1.0738732,0.54541314,0.0
ISCA1,0.0,0.0,0.3378552,0.0,0.0,0.51271284,0.36932495,0.0
TUT7,0.0,0.0,0.0,0.0,0.3821711,0.0,0.0,0.0
GAS1,0.0,0.0,0.546422,0.0,0.0,0.0,0.0,0.0
DAPK1,0.0,0.0,0.0,0.0,0.18128197,0.0,0.0,0.0
CTSL,0.66544616,0.0,1.1784673,0.0,1.2556727,0.74594533,0.8254112,0.8162445
SPIN1,0.0,0.0,0.0,0.0,0.0,0.0,0.22927883,0.0
CKS2,0.0,0.0,0.0,0.0,0.31826124,0.0,0.0,0.0
SECISBP2,0.0,0.0,0.0,0.0,0.20754722,0.0,0.0,0.0
SYK,0.0,0.0,0.0,0.0,0.6451918,0.0,0.0,0.0
OGN,0.0,2.6037798,1.3298104,0.0,0.0,0.0,2.4084296,1.0294523
OMD,0.0,2.289656,1.1119053,0.0,0.0,0.0,0.594915,0.84913063
ASPN,0.0,0.0,0.0,0.0,0.0,0.0,1.2746605,0.0
ECM2,0.0,0.0,0.0,0.0,0.0,0.0,0.66380143,0.0
CARD19,0.0,0.0,0.0,0.0,0.36721268,0.0,0.30996627,0.0
NINJ1,0.0,0.0,0.0,0.0,0.9683044,0.0,0.4522142,0.0
FAM120AOS,0.0,0.46999612,0.0,0.0,0.0,0.3048784,0.33922625,0.0
FAM120A,0.4554301,0.48654372,0.4248262,0.0,0.6337694,0.46574175,0.0,0.0
FBP1,0.0,0.0,0.0,0.0,0.40161917,0.0,0.0,0.0
AOPEP,0.3445562,0.5513016,0.44872618,0.0,0.0,0.8104446,1.2461729,0.53983116
HABP4,0.0,0.0,0.0,0.0,0.0,0.0,0.3542151,0.0
PRXL2C,0.25471085,0.0,0.0,0.0,0.29480112,0.0,0.0,0.0
XPA,0.0,0.24023159,0.29713047,0.0,0.0,0.0,0.41225368,0.0
ANP32B,1.2376274,1.0620406,1.0002031,1.0054078,1.058269,1.1136353,1.2217369,1.1931337
NANS,0.36032978,0.0,0.0,0.0,0.5949054,0.0,0.0,0.0
COL15A1,0.693854,0.0,0.21744415,0.0,0.0,0.0,0.0,0.0
TGFBR1,0.0,0.0,0.0,0.0,0.5431057,0.0,0.0,0.0
SEC61B,1.2390938,1.3168421,1.4229438,1.3136691,1.2033956,1.2174035,1.3404379,1.3061507
ERP44,0.43375385,0.53099495,0.55270797,0.0,0.7008008,0.3888743,0.43001032,0.49943757
ABCA1,0.0,0.0,0.34297383,0.0,0.6754067,0.0,0.0,0.0
SLC44A1,0.0,0.3629207,0.5667746,0.0,0.0,0.0,0.0,0.67259985
RAD23B,0.34797,0.21081725,0.43161243,0.0,0.45213073,0.23431456,0.2696651,0.52376556
KLF4,0.9877748,1.0968376,0.29091945,0.0,0.67127573,0.0,0.0,0.0
CTNNAL1,0.34797,1.2402272,0.0,0.0,0.0,0.0,0.38768363,0.0
TMEM245,0.0,0.63829803,0.0,0.0,0.0,0.0,0.0,0.0
TXN,1.429153,1.3206203,1.4712926,1.1737635,1.2009946,1.4457515,1.4671581,2.1543677
SVEP1,0.0,0.4647027,0.0,0.0,0.0,0.0,0.0,0.0
LPAR1,0.0,0.0,0.2446597,0.0,0.0,0.0,0.0,0.4780542
PTGR1,0.0,0.0,0.42052874,0.0,0.0,0.0,0.0,0.0
UGCG,0.0,0.0,0.0,0.0,0.27407864,0.0,0.0,0.0
PTBP3,0.5217389,0.0,0.0,0.0,0.6599182,0.0,0.0,0.5441052
HSDL2,0.0,0.0,0.0,0.0,0.0,0.6093944,0.3262686,0.0
SLC31A2,0.0,0.0,0.0,0.0,0.349415,0.0,0.0,0.0
FKBP15,0.0,0.0,0.0,0.0,0.39325818,0.0,0.0,0.0
CDC26,0.45171523,0.0,0.53514105,0.0,0.29191107,0.0,0.42329288,0.2829775
POLE3,0.0,0.0,0.0,0.0,0.2583753,0.0,0.0,0.0
RGS3,0.0,0.5503681,0.0,0.0,0.0,0.0,0.2763388,0.0
ATP6V1G1,1.0093799,1.2160298,1.0069077,1.1446456,1.2400527,1.3028824,1.1936942,1.071184
TLR4,0.0,0.0,0.0,0.0,0.43017936,0.0,0.0,0.0
CNTRL,0.0,0.0,0.0,0.0,0.23679471,0.0,0.0,0.0
RAB14,0.7850665,0.96677876,0.7678021,0.0,0.75554144,0.58045113,0.6939231,0.8170903
GSN,2.6170716,1.8792375,4.0190496,0.23165904,1.7253647,2.141459,2.089467,3.673848
STOM,1.4089878,1.7229227,0.6212901,0.0,0.57843983,0.97608864,0.5519257,0.4780542
NDUFA8,0.5774665,0.0,0.3280179,0.0,0.31617355,0.48356864,0.39946482,0.0
RC3H2,0.0,0.25905147,0.0,0.0,0.0,0.0,0.0,0.0
RABGAP1,0.0,0.0,0.0,0.0,0.0,0.5877601,0.6039753,0.0
PSMB7,0.51202905,0.5945867,0.50905865,0.0,0.5440217,0.6590785,0.6161424,0.53983116
RPL35,2.9367213,2.5608974,2.5991197,2.6799178,2.6785727,2.7500854,2.518259,2.8241243
ARPC5L,0.5022551,0.3629207,0.0,0.0,0.0,0.0,0.0,0.0
HSPA5,0.91924083,1.2168177,1.2535895,1.3104472,1.2850621,1.0574564,1.100594,0.96132565
MAPKAP1,0.0,0.0,0.0,0.0,0.32039058,0.0,0.0,0.0
RPL12,3.6126547,3.063124,3.396056,3.4629378,3.2508202,3.0921507,2.995885,3.3366945
SH2D3C,0.37470925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG,1.7822971,1.9427625,0.84123075,0.0,0.63440335,0.0,0.7352825,0.56498235
BBLN,0.98774874,0.91536176,0.70132136,0.8655353,0.78496104,0.958657,0.92080235,0.6655381
GOLGA2,0.0,0.3416839,0.5062872,0.0,0.0,0.0,0.3961934,0.36131662
SWI5,0.0,0.0,0.26777968,0.0,0.0,0.0,0.0,0.0
URM1,0.3339262,0.0,0.21107595,0.0,0.0,0.0,0.0,0.0
CERCAM,0.0,0.0,0.37034872,0.0,0.0,0.0,0.0,0.0
SPTAN1,0.82250273,1.2525845,0.67099506,0.0,0.0,0.0,0.47376156,0.56498235
SET,1.4479654,1.3756642,1.1068124,1.2774062,1.2843673,1.2471664,1.2547605,1.305131
LRRC8A,0.0,0.47470096,0.0,0.0,0.0,0.0,0.0,0.0
IER5L,0.21453814,0.0,0.59652406,0.0,0.45294306,0.7558408,0.3785689,0.49677813
PRRX2,0.0,0.0,0.3628177,0.0,0.0,0.0,0.0,0.0
C9orf78,0.4101963,0.5274403,0.44992718,0.24223742,0.49195212,0.5002411,0.5528333,0.40554845
FNBP1,0.0,0.48342562,0.0,0.0,0.5971281,0.0,0.0,0.0
ASS1,0.59176075,0.8160333,0.0,0.0,0.0,0.0,0.0,0.0
AIF1L,0.30945876,0.58903384,0.0,0.0,0.0,0.0,0.0,0.0
NUP214,0.0,0.0,0.0,0.0,0.4591106,0.0,0.0,0.0
PRRC2B,0.24923816,0.0,0.31541172,0.0,0.18424584,0.0,0.0,0.0
RAPGEF1,0.0,0.0,0.0,0.0,0.38746294,0.0,0.0,0.0
SETX,0.47861385,0.5137223,0.2757684,0.0,0.54229087,0.0,0.0,0.0
RPL7A,3.5135384,3.1779013,3.1982386,3.3676822,2.9988303,3.2835646,3.1213927,3.328084
SURF1,0.0,0.0,0.40145612,0.0,0.39550298,0.5083843,0.45724154,0.41804907
SURF4,0.0,0.0,0.54719526,0.0,0.41874182,0.0,0.30969992,0.56498235
OLFM1,1.0590749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBAC1,0.0,0.0,0.0,0.0,0.48201248,0.0,0.0,0.0
NOTCH1,0.0,0.3136859,0.0,0.0,0.0,0.0,0.0,0.0
EGFL7,1.9670283,2.1059625,0.0,0.0,0.0,0.0,0.0,0.0
AGPAT2,0.0,0.0,0.0,0.0,0.5091579,0.0,0.0,0.0
DIPK1B,0.0,0.3208825,0.0,0.0,0.0,0.0,0.0,0.0
SNHG7,1.5260742,1.4966062,0.6323091,0.17468674,0.3700785,0.0,0.0,0.5553213
LCN6,0.5628198,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM141,0.2560205,0.0,0.0,0.0,0.0,0.2915948,0.26601756,0.0
RABL6,0.0,0.0,0.0,0.0,0.3282534,0.0,0.0,0.0
PHPT1,0.75890887,0.6982527,1.0794699,0.7806417,0.8198698,1.1890323,1.2684811,1.0466477
EDF1,1.4863319,1.5201746,1.4225954,1.210995,1.2046149,1.4437703,1.5355842,1.4854723
FBXW5,0.42736122,0.0,0.3205402,0.0,0.45622256,0.6155063,0.5791433,0.37536228
PTGDS,0.0,0.0,1.641445,0.0,0.0,0.0,0.0,3.308099
PAXX,0.5086705,0.0,0.0,0.0,0.24055427,0.0,0.0,0.0
NPDC1,2.047079,1.8574581,0.61640686,0.0,0.0,0.0,0.43125755,0.82716906
DPP7,0.55223835,0.8665709,0.812897,0.7256655,0.9204266,0.37350428,0.62375474,0.0
SSNA1,0.44319624,0.0,0.42997277,0.0,0.54256976,0.6310818,0.5138978,0.44153532
TUBB4B,0.989399,0.78645545,0.47455177,1.4103022,0.97660434,1.0757675,0.8019223,0.69752574
MRPL41,0.5394508,0.5641968,0.7605486,0.3056093,0.6821443,0.67700565,0.655507,0.7657849
PSMD13,0.47159064,0.26796025,0.4459313,0.0,0.5249989,0.58197093,0.46943444,0.52292496
IFITM2,2.519672,2.311284,2.226231,1.5018122,1.3048811,2.2860622,1.4949155,1.9421482
IFITM1,1.1104853,0.86625135,0.7787235,0.0,0.0,0.0,0.0,0.5441052
IFITM3,3.4403162,3.4156091,3.4640803,0.25070965,1.6961372,3.2770433,2.7924511,2.9051423
SIGIRR,0.5213355,0.61107594,0.2923618,0.0,0.0,0.0,0.0,0.0
RNH1,0.94471633,0.97761154,1.4685388,0.7459653,1.2775118,1.1312463,1.17841,1.3314213
HRAS,0.0,0.0,0.0,0.0,0.0,0.42433217,0.3797692,0.0
TALDO1,0.59504217,0.59714645,0.91099864,0.78224826,1.2606308,0.7607561,0.7720878,0.8570926
RPLP2,3.324906,3.2519357,3.053042,3.3309221,3.1097775,2.9953847,2.850058,2.9682372
PNPLA2,0.23823388,0.5253421,0.0,0.0,0.0,0.5028356,0.50470155,0.0
CD151,1.5708905,1.8899806,1.3746967,0.0,0.76363647,2.1236327,2.4201334,1.2901444
POLR2L,1.4627407,1.5467483,1.6374841,1.1606166,1.3238809,1.4753764,1.4538978,1.6063517
TSPAN4,0.74257636,0.83743984,1.0876666,0.0,0.43701568,0.0,0.3631475,1.0089674
CHID1,0.0,0.0,0.4725755,0.0,0.25688177,0.0,0.0,0.0
AP2A2,0.0,0.0,0.0,0.0,0.5850532,0.0,0.0,0.0
MOB2,0.543296,0.534482,0.0,0.0,0.0,0.6720133,0.635989,0.0
CTSD,0.67583334,0.81427807,1.2541089,1.3612549,2.2567382,1.4197531,1.6051848,0.86793166
LSP1,0.0,0.0,0.0,0.0,0.85269016,0.0,0.0,0.0
MRPL23,0.0,0.0,0.0,0.0,0.46153724,0.2711848,0.30542868,0.0
CD81,1.9375145,2.0883088,2.3606482,1.4805367,1.9958777,2.452682,2.3133836,2.7333674
TSSC4,0.0,0.0,0.0,0.0,0.0,0.2543001,0.34456706,0.0
KCNQ1OT1,0.0,0.0,0.40850475,0.0,0.0,0.0,0.0,0.4659483
CDKN1C,0.5929363,0.5196452,1.0056434,0.0,0.0,0.5102265,0.2794001,0.9320713
PHLDA2,0.0,0.0,0.0,0.0,0.0,1.5697238,0.0,0.0
NAP1L4,0.47552326,0.37332073,0.39243704,0.2974288,0.36413002,0.4727237,0.49670258,0.5296993
RHOG,0.0,0.0,0.0,0.0,1.1616526,0.0,0.0,0.0
TRIM22,0.0,0.52270126,0.0,0.0,0.0,0.0,0.0,0.47633687
CAVIN3,0.8238702,0.5028999,0.89425147,0.0,0.0,2.0368605,1.7903806,1.2018886
ILK,0.45903552,0.38700745,0.6261917,0.0,0.6546954,1.407281,1.4354503,0.7141387
TAF10,0.6612069,0.69727254,0.6696309,0.40252036,0.7443168,0.5002667,0.436386,0.6932972
TPP1,0.0,0.0,0.0,0.0,0.87138397,0.0,0.0,0.0
MRPL17,0.44836807,0.51491207,0.0,0.0,0.27407864,0.0,0.0,0.0
EIF3F,1.2561818,1.4274005,1.0614083,1.1279868,1.0285711,1.1767805,1.1481422,1.0349789
RPL27A,2.9645267,2.8232756,2.5273037,2.2973933,2.5668664,2.73272,2.2676826,2.759922
TMEM9B,0.0,0.0,0.32326818,0.0,0.49681622,0.0,0.0,0.48918992
IPO7,0.3773329,0.31618604,0.0,0.0,0.42374805,0.0,0.4103244,0.0
SWAP70,0.8943049,0.684998,0.0,0.0,0.50909185,0.0,0.0,0.0
RNF141,0.0,0.0,0.0,0.0,0.2350254,0.0,0.0,0.0
IRAG1,0.0,0.0,0.0,0.0,0.0,0.9965391,0.7826983,0.0
EIF4G2,1.1709588,1.3723578,0.95734495,0.9972557,1.2359841,1.0830256,1.0500323,0.9192182
USP47,0.0,0.0,0.21078324,0.0,0.0,0.0,0.0,0.42409465
DKK3,0.0,0.0,0.5509745,0.0,0.0,0.8213478,1.6709394,0.87382704
MICAL2,0.0,0.0,0.0,0.0,0.0,0.0,0.60878026,0.0
PARVA,0.0,0.4233353,0.3717485,0.0,0.0,0.36791644,0.4075762,0.5769387
SPON1,0.0,0.0,0.71977127,0.0,0.0,0.0,0.0,0.0
COPB1,0.47138405,0.6683072,0.5782249,0.0,0.5312693,0.5102265,0.45760337,0.56498235
PSMA1,0.79596645,0.76637024,0.8382459,0.5374,0.7882992,0.87528706,0.8103404,0.82449895
C11orf58,1.1241006,1.3110392,1.2028579,1.0725107,0.9705305,1.2705436,1.3103468,1.3750567
RPS13,3.4388003,3.2622297,3.0197592,3.300315,3.0571518,3.0619445,3.0798707,3.1445503
PIK3C2A,1.1984018,0.9046314,0.0,0.0,0.0,0.0,0.0,0.0
NUCB2,0.7888069,1.2384843,1.0826703,0.0,0.0,0.3542214,0.8223831,0.7465133
LDHA,1.5289232,1.1039742,1.8745518,1.2158151,1.3835491,1.7049599,1.756683,1.5008578
TSG101,0.060891297,0.20198841,0.33164093,0.0,0.39671898,0.46483493,0.44537333,0.4780542
HTATIP2,0.0,0.0,0.0,0.0,0.37537068,0.0,0.0,0.0
SVIP,0.36845788,0.5028999,0.0,0.0,0.0,0.0,0.43510324,0.0
FIBIN,0.0,0.0,0.70511794,0.0,0.0,0.0,0.43821245,0.0
RCN1,0.8394611,0.5040909,0.59163916,0.0,0.0,0.47525313,0.7287839,0.38144797
EIF3M,0.83569705,0.76921785,0.7421917,0.73258847,0.75865716,0.8311538,0.7911562,0.8696457
HIPK3,0.6998405,0.72346836,0.38791195,0.0,0.39271003,0.0,0.15604968,0.0
CD59,2.0540438,2.1588638,1.2120221,0.0,0.4309097,1.5402787,1.3321462,1.2671983
LMO2,0.91549647,2.0895963,0.0,0.0,0.6287242,0.0,0.0,0.0
CAPRIN1,0.44460326,0.58903384,0.50370836,0.0,0.455356,0.20522022,0.0,0.48977652
CAT,0.0,0.0,0.0,0.0,0.46465448,0.67717636,0.0,0.0
CD44,0.0,0.0,0.62230766,1.0150986,1.3023164,0.36238164,0.3974778,0.0
TRIM44,0.47578847,0.54313594,0.3439448,0.0,0.4298414,0.0,0.0,0.0
COMMD9,0.0,0.0,0.0,0.0,0.45190203,0.0,0.0,0.0
HSD17B12,0.8415115,1.8877658,0.54691935,0.0,0.48111367,0.72246766,0.81369185,0.5963395
