,Endothelial1,Endothelial2,Fibroblast,Lymphocyte,Macrophage,Microvasculature,Smooth Muscle,Uncharacterized
SEPTIN11,0.2837131,1.147741,0.9830047,0.0,0.37652093,0.551333,0.48451233,0.0
CCNI,1.6690979,1.7250887,1.90998,1.5555611,1.5276864,1.9139872,2.3449044,1.8216991
CNOT6L,0.50206196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANXA3,0.0,0.8749674,0.0,0.0,0.0,0.0,0.0,0.0
BMP2K,0.0,0.0,0.0,0.0,0.72104436,0.0,0.0,0.0
ENSG00000249307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44153532
ANTXR2,0.0,0.0,0.3205402,0.0,0.0,0.0,0.34640545,0.0
RASGEF1B,0.0,0.0,0.0,0.0,0.46293965,0.0,0.0,0.0
HNRNPD,0.86495584,0.83835757,0.61350954,0.86688066,0.82139486,0.77510643,0.70539325,0.7996737
HNRNPDL,1.08708,1.1109403,1.0584021,1.3481306,1.2901444,1.3429786,1.3136516,1.2018886
SEC31A,0.5239903,0.78645545,0.88358736,0.0,0.4440363,0.5972935,0.74282634,0.723523
COPS4,0.0,0.0,0.0,0.0,0.0,0.0,0.24733658,0.0
MRPS18C,0.6166893,0.4238392,0.511333,0.0,0.49613667,0.6561092,0.6255239,0.61595625
PTPN13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4481535
AFF1,0.55678064,0.63829803,0.44072446,0.0,0.0,0.0,0.0,0.0
HSD17B11,0.53639126,0.0,0.5209465,0.0,0.7551974,0.0,0.0,0.6447712
SPARCL1,3.7316215,2.683368,3.1195436,0.0,0.0,4.324855,3.5888972,3.3587995
SPP1,0.0,0.0,0.0,0.0,1.1702249,0.0,0.0,0.0
PKD2,0.0,0.0,0.38616008,0.0,0.0,0.0,0.3860469,0.0
PPM1K,0.0,0.0,0.26581675,0.0,0.0,0.0,0.20414747,0.0
PYURF,0.7604738,0.8039115,0.7192037,0.15395169,0.5184742,0.7764508,0.7808018,0.8001459
GPRIN3,0.0,0.0,0.0,0.0,0.5206416,0.0,0.0,0.0
SNCA,0.0,0.0,0.0,0.0,0.3274768,0.0,0.0,0.0
PDLIM5,0.6562091,1.0376586,0.39562997,0.0,0.0,0.81312406,1.0790391,0.0
EIF4E,0.0,0.0,0.0,0.0,0.62939525,0.0,0.23059542,0.0
ADH5,0.5806329,0.34780496,1.1043069,0.0,0.42120284,0.9479095,1.1929417,1.2472547
ADH1B,0.0,0.0,2.9569387,0.0,0.0,0.0,1.583859,2.2755864
LAMTOR3,0.0,0.0,0.0,0.0,0.26714474,0.0,0.0,0.0
DNAJB14,0.49399847,0.6297366,0.42496365,0.0,0.3705653,0.43910205,0.43671525,0.269369
H2AZ1,1.1725457,0.8160333,0.75680053,1.2369834,1.4342318,1.1829736,0.9957851,0.8162445
EMCN,1.5423028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP3CA,0.7753805,0.5154412,0.50180465,0.0,0.43461338,0.0,0.0,0.52292496
NFKB1,0.0,0.0,0.0,0.0,0.3325256,0.0,0.0,0.0
UBE2D3,1.1213522,0.9887943,1.022496,0.9891162,1.2173007,0.95931846,0.9204812,1.010965
CISD2,0.0,0.0,0.0,0.0,0.4322567,0.0,0.0,0.0
BDH2,0.0,0.0,0.68243456,0.0,0.0,0.0,0.33859712,0.37536228
TET2,0.0,0.0,0.0,0.0,0.47008622,0.0,0.0,0.0
NPNT,0.0,0.0,0.0,0.0,0.0,0.0,0.5080808,0.0
AIMP1,0.5158353,0.55834377,0.49683484,0.0,0.5274052,0.56462204,0.6092012,0.4843807
DKK2,0.0,1.526783,0.0,0.0,0.0,0.0,0.0,0.0
PAPSS1,0.0,0.53541976,0.0,0.0,0.47988397,0.0,0.0,0.0
RPL34,3.9440608,3.5789804,3.3714762,3.8491027,3.2268403,3.2548847,3.4055312,3.5248573
OSTC,0.7784051,0.8376629,1.0517817,0.71641326,0.7295759,0.74755085,0.8517029,1.0105203
MCUB,0.0,0.0,0.3496489,0.0,0.4358742,0.0,0.0,0.0
CFI,0.58573544,0.5028999,0.0,0.0,0.0,0.0,0.0,0.0
ENPEP,0.0,0.0,0.0,0.0,0.0,0.34390908,0.0,0.0
FAM241A,0.6788838,0.0,0.0,0.0,0.0,0.41187453,0.0,0.0
LARP7,0.5412085,0.56869483,0.5828786,0.0,0.51419497,0.60733986,0.5735037,0.56498235
CAMK2D,0.0,0.26235965,0.28749058,0.0,0.0,0.0,0.0,0.0
ENSG00000269893,1.5702587,1.1273267,1.1838903,1.1898227,1.2046167,0.8885375,0.7763293,1.0134181
SEC24D,0.0,0.0,0.24593942,0.0,0.0,0.0,0.0,0.0
SYNPO2,0.0,0.0,0.0,0.0,0.0,1.4932466,1.3539691,0.4481535
USP53,0.0,0.0,0.7928687,0.0,0.6307428,0.0,0.0,0.83536416
ARLN,1.0277205,1.0992126,0.8982111,0.9401759,0.8542143,1.3133948,1.4075139,1.028297
PDE5A,0.0,0.0,0.0,0.0,0.0,0.52475226,0.6980962,0.0
ANXA5,1.2399223,1.3083183,1.6883526,0.9833554,2.172064,1.6079063,1.7130718,1.595975
BLTP1,0.38526538,0.62236744,0.29185933,0.0,0.0,0.0,0.3257709,0.5027966
FGF2,0.0,0.7585817,0.0,0.0,0.0,0.0,0.0,0.0
SPRY1,1.1182235,0.0,1.2373,0.0,0.0,0.0,0.0,0.42409465
PGRMC2,0.43490446,0.92162627,0.70912135,0.0,0.0,0.34844851,0.45620137,0.46123344
JADE1,0.0,0.0,0.5375496,0.0,0.0,0.6004435,0.3876227,0.0
ELF2,0.51804227,0.41380203,0.42971945,0.0,0.25688177,0.0,0.22332372,0.483664
NDUFC1,1.0029529,1.1860447,0.9051721,0.2162178,0.7136117,1.1235075,1.3374932,0.98260355
SETD7,0.0,0.0,0.39832807,0.0,0.0,0.0,0.0,0.0
MGST2,1.2455146,1.2386004,0.0,0.0,0.52759707,0.0,0.34756076,0.0
SCOC,0.4554301,0.53223187,0.413273,0.0,0.0,0.53020245,0.6320881,0.53357667
ZNF330,0.0,0.0,0.0,0.0,0.356121,0.0,0.0,0.0
INPP4B,0.0,0.0,0.0,0.0,0.0,0.71757436,0.2942019,0.0
SMARCA5,0.64236844,0.77719617,0.5796551,0.0,0.54353684,0.57880986,0.5190659,0.5553213
ABCE1,0.4279269,0.0,0.33958188,0.0,0.0,0.0,0.0,0.0
LSM6,0.42012584,0.0,0.3534562,0.0,0.3710789,0.0,0.31068438,0.46123344
EDNRA,0.0,0.0,0.0,0.0,0.0,0.7767361,0.0,0.0
ARHGAP10,0.0,0.0,0.4867732,0.0,0.0,0.8811308,0.7231679,1.0089674
RPS3A,3.7696095,3.4645774,3.1898246,3.5949943,3.25005,3.2595165,3.3264475,3.3671622
SH3D19,0.0,0.0,0.9437231,0.0,0.0,0.0,0.0,0.62826467
TLR2,0.0,0.0,0.0,0.0,0.69821066,0.0,0.0,0.0
SFRP2,0.0,0.0,1.2790136,0.0,0.0,0.0,0.0,0.0
MAP9,0.0,0.0,0.0,0.0,0.0,0.0,0.4798663,0.40554845
GUCY1A1,0.0,0.0,0.0,0.0,0.0,1.2574478,0.6677283,0.0
GUCY1B1,0.0,0.0,0.0,0.0,0.0,0.89815736,0.0,0.0
GASK1B,0.5882322,1.7577918,0.69097936,0.0,0.45669955,0.0,0.0,0.0
FNIP2,0.0,0.8722034,0.0,0.0,0.0,0.0,0.0,0.0
TMA16,0.0,0.0,0.4226664,0.0,0.0,0.0,0.0,0.0
MARCHF1,0.0,0.0,0.0,0.0,0.7289181,0.0,0.0,0.0
CPE,0.0,2.0660648,1.2350768,0.0,0.0,1.765828,1.8293965,0.0
PALLD,0.0,0.0,1.0594683,0.0,0.0,1.7988105,2.156584,0.8170903
HPF1,0.0,0.0,0.0,0.0,0.0,0.43644553,0.43576786,0.49492112
HMGB2,0.6203741,0.58435845,0.38292283,0.76338434,0.83571553,0.38393113,0.4468555,0.48254558
SAP30,0.0,0.0,0.0,0.0,1.2374828,0.0,0.0,0.0
HAND2,0.0,0.0,0.0,0.0,0.0,0.0,0.5393092,0.0
SPCS3,0.826388,1.0461082,0.7756593,0.8220653,0.87050223,0.42307562,0.5477253,0.48337796
DCTD,0.0,0.0,0.29327318,0.0,0.0,0.0,0.0,0.0
IRF2,0.0,0.0,0.0,0.0,0.4146767,0.0,0.0,0.0
ACSL1,0.0,0.0,0.0,0.0,0.96629953,0.0,0.0,0.0
SLC25A4,0.0,0.0,0.0,0.0,0.0,0.93069696,1.2721822,0.0
CFAP97,0.5198807,0.6604322,0.63288814,0.0,0.0,0.5205028,0.6343201,0.62617135
UFSP2,0.0,0.0,0.37195814,0.0,0.0,0.42133814,0.48543572,0.0
PDLIM3,0.0,0.0,0.45063913,0.0,0.0,1.0997603,1.9780822,0.0
SORBS2,0.0,0.3208825,0.0,0.0,0.0,1.1376297,1.4574583,0.0
FRG1,0.49838322,0.5154412,0.5121894,0.0,0.44945416,0.56844646,0.58420044,0.617684
SDHA,0.0,0.0,0.0,0.0,0.0,0.39086077,0.0,0.0
PDCD6,0.7288673,0.660387,0.67592835,0.41368216,0.60374033,0.6628382,0.69739914,0.7141387
MRPL36,0.0,0.0,0.36903563,0.0,0.0,0.4580195,0.37762123,0.38144797
NDUFS6,0.7497379,0.814243,0.7833434,0.7575069,0.94506735,1.0768578,0.9664508,0.85429186
MED10,0.4226045,0.3974298,0.43614435,0.0,0.0,0.34304607,0.49397305,0.43073446
CCT5,0.65774137,0.65402985,0.56330764,0.0,0.7403226,0.8070782,0.58134454,0.6035713
MARCHF6,0.34215367,0.75293237,0.31521633,0.0,0.17397052,0.3735326,0.3731094,0.42409465
DAP,0.0,0.6040598,0.41380215,0.0,0.2966603,0.0,0.53926456,0.0
OTULINL,0.0,0.0,0.0,0.0,0.45129013,0.0,0.0,0.0
ANKH,0.0,0.0,0.0,0.0,0.3278173,0.0,0.0,0.0
BASP1,0.0,0.0,0.0,0.0,0.32695204,0.0,0.0,0.0
CDH6,0.0,0.0,0.0,0.0,0.0,0.53771996,0.0,0.0
ZFR,0.44698372,0.65402985,0.5539839,0.0,0.39836845,0.42007196,0.47925687,0.0
SUB1,1.1211501,1.2739643,1.0231082,1.3078315,1.099747,1.1182582,1.1696446,1.0537754
RAI14,0.0,0.2905693,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC21,0.5136149,0.5836918,0.4767535,0.0,0.26987964,0.49697977,0.61144865,0.49943757
SLC1A3,0.0,0.0,0.0,0.0,0.75585616,0.0,0.0,0.0
NIPBL,0.5167214,0.63117445,0.43432572,0.0,0.6035526,0.35556695,0.34574628,0.5296993
LIFR,1.183156,1.1665074,0.0,0.0,0.0,0.0,0.0,0.0
OSMR,0.0,0.0,0.35971373,0.0,0.0,0.0,0.0,0.0
RICTOR,0.0,0.2908757,0.0,0.0,0.0,0.0,0.0,0.0
FYB1,0.0,0.0,0.0,0.0,1.1035298,0.0,0.0,0.0
DAB2,0.5015735,0.56357646,0.82033205,0.0,1.3997028,0.0,0.0,0.4843807
RPL37,3.7030866,3.3436532,3.1475801,3.5443401,3.2399054,3.0227542,3.0678167,3.1811616
C7,0.74426115,0.0,3.4347296,0.0,0.0,0.0,0.0,0.0
PLCXD3,0.0,0.0,0.451618,0.0,0.0,0.0,0.0,0.0
SELENOP,0.948333,1.0446132,1.4490492,0.0,1.402612,0.9198001,0.0,1.4655683
PAIP1,0.41925845,0.48780248,0.4340577,0.0,0.31637263,0.520891,0.5017404,0.5027966
EMB,0.0,0.0,0.0,0.0,0.5893554,0.0,0.0,0.0
ITGA1,0.0,0.0,0.0,0.0,0.0,0.3717628,0.92659837,0.0
PELO,0.0,0.0,0.0,0.0,0.0,0.0,0.30532527,0.0
MOCS2,0.0,0.0,0.3776862,0.0,0.0,0.35386702,0.5201843,0.49677813
NDUFS4,0.53108984,0.6364492,0.5928474,0.0,0.4063511,0.69940555,0.68758154,0.63977665
SNX18,0.0,0.47908127,0.0,0.0,0.0,0.0,0.35514945,0.0
GPX8,0.0,0.0,0.47455177,0.0,0.0,0.0,0.0,0.41222757
DHX29,0.0,0.0,0.4112505,0.0,0.0,0.0,0.3282243,0.0
PLPP1,0.8533446,0.8197454,0.7621758,0.0,0.0,0.68527865,0.83333623,0.48416546
IL6ST,1.8004906,1.9443359,1.4639591,0.0,0.29017895,0.7092273,0.7874177,0.8199586
GPBP1,0.6476897,0.6170153,0.5449257,0.91267717,0.6065528,0.5391607,0.4969169,0.5769387
PLK2,0.5557092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFAF2,0.0,0.0,0.49026877,0.0,0.0,0.4096703,0.59895194,0.42409465
SMIM15,0.0,0.0,0.2987286,0.0,0.3201987,0.0,0.0,0.0
ZSWIM6,0.0,0.0,0.0,0.0,0.30274466,0.0,0.0,0.0
SREK1IP1,0.45624378,0.4233353,0.33218038,0.0,0.45847866,0.33152464,0.38712153,0.37117603
ERBIN,0.33945376,0.38699228,0.0,0.0,0.37990797,0.0,0.0,0.0
SREK1,0.5063068,0.5154412,0.3919384,0.0,0.0,0.30492452,0.2844442,0.0
MAST4,0.35863292,0.6736348,0.0,0.0,0.0,0.0,0.0,0.0
PIK3R1,0.0,0.0,1.3143545,0.9670847,0.6964005,0.0,0.727026,1.3443973
KGD4,0.36073163,0.5241307,0.5709467,0.0,0.5127531,0.72392035,0.65200865,0.7490319
AK6,0.0,0.0,0.0,0.0,0.0,0.0,0.24808821,0.0
NAIP,0.0,0.0,0.0,0.0,0.5599964,0.0,0.0,0.0
BDP1,0.55827975,0.534482,0.36303395,0.0,0.38459635,0.37352648,0.36599308,0.4780542
MAP1B,0.0,0.0,1.265337,0.0,0.0,2.0855966,1.7979367,1.325471
TNPO1,0.2756225,0.5040909,0.46397322,0.0,0.368465,0.0,0.0,0.0
FCHO2,0.45415697,0.0,0.0,0.0,0.63232964,0.0,0.0,0.0
FOXD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0622883
BTF3,2.3426104,2.0191178,1.9800714,1.9877815,1.8742747,2.2722404,2.1587272,2.2326999
HEXB,0.0,0.0,0.5432271,0.0,0.9009476,0.0,0.29837185,0.42409465
NSA2,1.0507121,1.0178739,0.9377721,1.094959,1.0195754,1.096086,1.143115,1.1682863
CERT1,0.44012892,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLK,0.3111863,0.3208825,0.0,0.0,0.0,0.0,0.0,0.0
IQGAP2,0.0,0.0,0.0,0.0,0.8011826,0.0,0.0,0.0
F2R,0.0,0.0,0.34357485,0.0,0.0,0.0,0.0,0.0
TBCA,1.0011476,0.9379451,1.084719,1.0626807,1.0953431,1.2670976,1.2421803,1.0834455
AP3B1,0.0,0.0,0.0,0.0,0.40073016,0.0,0.0,0.0
LHFPL2,0.0,0.0,0.0,0.0,0.6209909,0.0,0.0,0.0
THBS4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7379786
ZFYVE16,0.0,0.37890995,0.0,0.0,0.43668163,0.0,0.0,0.0
SSBP2,0.0,0.0,0.394011,0.0,0.0,0.5929168,0.42708278,0.5296993
RPS23,3.8340201,3.4925263,3.3306403,3.6150212,3.3255303,3.218043,3.509224,3.3706372
TMEM167A,0.37666053,0.44571635,0.6690148,0.0,0.63039315,0.36129054,0.54690635,0.6909544
VCAN,0.0,0.0,1.7082424,0.0,0.0,0.0,1.781873,0.0
EDIL3,0.0,0.0,0.0,0.0,0.0,0.0,1.2162328,0.0
COX7C,1.8941965,1.947719,1.746985,2.0316978,1.9162191,2.1956263,2.1996582,1.8842994
MEF2C,1.2380825,0.8465367,0.0,0.0,1.3119397,1.1012414,1.0167842,0.0
ARRDC3,0.0,0.0,0.0,0.0,0.3416369,0.0,0.0,0.0
MCTP1,0.772719,0.5641968,0.0,0.0,0.30500656,0.0,0.0,0.0
SKIC3,0.4021716,0.59714645,0.48293763,0.0,0.33583063,0.3221864,0.42240363,0.0
RHOBTB3,0.0,0.0,0.74352014,0.0,0.0,0.0,0.0,0.6909544
GLRX,0.0,0.0,0.81410325,0.0,1.1081923,0.4163022,0.0,0.0
ELL2,0.0,0.0,0.4000316,0.0,0.0,0.0,0.0,0.0
ENSG00000153113,1.4986115,1.4695688,1.6334608,1.11151,1.2713507,1.2020919,1.4096122,1.4796689
LNPEP,0.0,0.38483605,0.0,0.0,0.0,0.0,0.0,0.0
CHD1,0.46633738,0.26197255,0.0,0.0,0.4724844,0.0,0.0,0.0
ST8SIA4,0.0,0.0,0.0,0.0,0.41020447,0.0,0.0,0.0
PAM,0.0,0.6283055,0.5232959,0.0,0.0,0.0,0.7222134,0.0
PPIP5K2,0.0,0.0,0.0,0.0,0.33213514,0.0,0.29064018,0.0
PJA2,0.6273147,0.95723784,0.7642546,0.0,0.6255239,0.821908,0.87750375,0.8199586
ENSG00000224032,0.41179717,0.0,0.4494954,0.0,0.0,0.0,0.40527374,0.0
SRP19,0.3108677,0.0,0.421843,0.0,0.44240898,0.42990768,0.4113848,0.46123344
REEP5,0.779596,0.83212423,0.8928796,0.79813385,1.051622,0.90596044,1.0439868,0.9073107
DCP2,0.0,0.0,0.0,0.0,0.38405797,0.0,0.0,0.0
CCDC112,0.0,0.0,0.0,0.0,0.3109815,0.0,0.0,0.0
TMED7,0.0,0.6895665,0.3890124,0.0,0.29996806,0.0,0.47384155,0.0
CDO1,0.0,0.0,0.37159464,0.0,0.0,0.0,0.0,0.88395536
ATG12,0.0,0.2905693,0.32768744,0.0,0.0,0.0,0.0,0.0
AP3S1,0.0,0.0,0.50106007,0.0,0.34462702,0.4034009,0.5664284,0.6035713
TNFAIP8,0.0,0.0,0.0,0.0,0.49799028,0.0,0.0,0.0
HSD17B4,0.0,0.0,0.31649384,0.0,0.5328053,0.33484846,0.0,0.0
LOX,0.0,0.0,0.6415076,0.0,0.0,0.0,0.0,0.0
SNX2,0.22568896,0.38699228,0.4553665,0.0,0.9811853,0.48207128,0.4859048,0.47772834
PPIC,0.79357016,0.91446465,0.93830043,0.0,0.0,0.47949135,0.96132565,0.5553213
PHAX,0.0,0.32424083,0.35441303,0.0,0.0,0.0,0.33851036,0.0
SLC12A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38144797
HINT1,1.868063,1.6053969,1.4021332,1.5835238,1.4906155,1.6227701,1.7139977,1.8124729
CDC42SE2,0.0,0.0,0.0,0.0,0.38924983,0.0,0.0,0.0
FNIP1,0.0,0.0,0.0,0.0,0.24664465,0.0,0.0,0.0
P4HA2,0.0,0.0,0.39032304,0.0,0.0,0.0,0.0,0.0
PDLIM4,0.0,0.5196452,0.3369071,0.0,0.0,0.0,0.0,0.37117603
IRF1,0.4798311,0.0,0.0,0.70985425,0.42069077,0.0,0.0,0.0
UQCRQ,1.0629914,1.1248583,1.1256946,0.9784087,1.1317978,1.5502384,1.3933374,1.0082759
AFF4,0.32670698,0.534482,0.37784505,0.0,0.42447382,0.0,0.0,0.0
HSPA4,0.0,0.0,0.0,0.0,0.39402682,0.0,0.20636669,0.0
C5orf15,0.0,0.0,0.28079617,0.0,0.0,0.0,0.0,0.0
VDAC1,0.59122086,0.5177331,0.8019619,0.25831282,0.9659213,0.86571276,0.79376924,0.69327223
SKP1,1.3928626,1.5149615,1.7056897,1.4617712,1.2379045,1.988528,2.130681,1.8602278
PPP2CA,0.0,0.0,0.0,0.0,0.47901112,0.367705,0.0,0.0
UBE2B,0.80392855,0.9703269,1.1088948,0.6954819,0.83024657,0.8971021,1.0406098,0.8726357
SAR1B,0.0,0.26197255,0.32074237,0.0,0.29966453,0.3588337,0.4035082,0.0
CAMLG,0.63087606,0.5274403,0.7309277,0.0,0.38026768,0.6440191,0.7485033,0.64459914
DDX46,0.75647795,0.83566,0.5954983,0.6184634,0.7658978,0.6472665,0.62615114,0.64459914
C5orf24,0.60006297,0.72494745,0.39332113,0.0,0.0,0.6361143,0.63063955,0.0
TXNDC15,0.0,0.29200485,0.5060843,0.0,0.0,0.0,0.46216103,0.48977652
MACROH2A1,0.5606414,0.34780496,0.2871831,0.0,1.2849437,0.64333403,0.42240363,0.0
CXCL14,0.0,0.0,0.4020459,0.0,0.0,0.0,0.0,0.0
TGFBI,0.0,0.0,0.0,0.0,1.2447585,0.4685495,0.0,0.5441052
SMAD5,0.45089698,0.41544127,0.39772612,0.0,0.0,0.3480804,0.32934785,0.49176693
SPOCK1,0.0,0.0,0.84547347,0.0,0.0,0.0,0.0,0.0
HNRNPA0,0.72496116,0.7606194,0.7570634,0.42544094,0.57467234,0.6508,0.64275527,0.7152044
EGR1,0.0,0.0,0.29633483,0.0,0.63987696,0.17363569,0.0,0.0
ETF1,0.0,0.0,0.27226317,0.0,0.47889423,0.0,0.0,0.0
HSPA9,0.37314212,0.2908757,0.45182937,0.06721966,0.5987302,0.58015656,0.5028919,0.52376556
CTNNA1,0.7620033,0.7633306,0.56265676,0.0,0.62988704,0.6505368,0.6541407,0.53357667
SIL1,0.0,0.0,0.37018937,0.0,0.0,0.0,0.0,0.0
PAIP2,0.75195324,0.7662469,0.7573415,0.60149056,0.80990756,0.9402218,0.7746804,0.79876447
ECSCR,1.4649923,1.6068032,0.0,0.0,0.0,0.0,0.0,0.0
STING1,0.6918871,0.7676056,0.0,0.0,0.44801062,0.5254297,0.2738468,0.0
UBE2D2,0.7231498,0.6935975,0.57042783,0.88191855,0.76342237,0.9201102,0.8063512,0.7565153
CXXC5,0.0,0.29023808,0.0,0.0,0.0,0.0,0.44400632,0.0
PURA,0.602859,0.7763082,0.65880823,0.0,0.0,0.6380453,0.6684772,0.6655381
CYSTM1,0.89555645,1.0376586,0.70179546,0.0,0.0,1.1231198,0.93285,0.77878726
PFDN1,0.58887315,0.48780248,0.46863335,0.0,0.43450785,0.51848876,0.55357105,0.53983116
HBEGF,0.0,0.0,0.0,0.0,0.32473484,0.0,0.0,0.0
SRA1,0.0,0.0,0.0,0.0,0.423202,0.2882409,0.0,0.0
CD14,0.0,0.0,0.0,0.0,2.5451221,0.0,0.0,0.0
NDUFA2,0.7058084,0.7828917,0.76134884,0.35877752,0.84661275,0.925302,0.7828057,0.7467761
IK,0.7700889,0.7039702,0.68491673,0.3989491,0.6054463,0.78064156,0.85806966,0.7155248
ZMAT2,0.39652765,0.4647027,0.36942846,0.0,0.4533399,0.42780626,0.4668121,0.3798203
TAF7,0.58912325,0.46316883,0.58976686,0.52386427,0.40393385,0.6895418,0.6494101,0.77158695
PCDH1,0.26552323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNPDA1,0.0,0.0,0.0,0.0,0.48059523,0.0,0.0,0.0
NDFIP1,0.6015135,0.78952795,0.99267447,0.6597953,0.85390437,1.0500258,1.034805,0.7743494
ARHGAP26,0.0,0.0,0.0,0.0,0.41922283,0.0,0.0,0.0
NR3C1,0.54552066,0.85771763,0.62047344,0.32251307,0.47828728,0.63674307,0.556892,0.7652005
YIPF5,0.0,0.29200485,0.37442377,0.0,0.0,0.0,0.36293405,0.36131662
LARS1,0.62350994,0.55972296,0.560093,0.0,0.48725766,0.47512656,0.47151986,0.48337796
DPYSL3,0.0,0.0,0.44898218,0.0,0.0,0.0,0.46263486,0.0
ENSG00000249669,0.0,0.0,0.0,0.0,0.0,1.1534196,1.0151916,0.0
CSNK1A1,1.2619152,1.646103,1.0050968,0.78028977,0.9974835,1.067957,1.030912,0.8162445
CSF1R,0.0,0.0,0.0,0.0,1.4322871,0.0,0.0,0.0
PDGFRB,0.0,0.0,0.98200303,0.0,0.0,1.0977132,0.8593238,0.4538422
CD74,3.1980963,2.8259397,0.2578841,0.9376614,3.92414,0.0,0.0,0.0
RPS14,3.691585,3.3954298,3.2335773,3.6375885,3.294716,3.3239105,3.2443523,3.2985039
SYNPO,0.39384592,1.0536841,0.0,0.0,0.0,0.0,0.5873072,0.0
RBM22,0.35678732,0.33877373,0.0,0.0,0.3439507,0.0,0.0,0.41804907
SMIM3,0.0,0.0,0.0,0.0,0.0,0.5807292,0.0,0.0
GPX3,0.0,0.5503681,2.9055424,0.0,0.37057778,1.6355362,1.1171503,1.0336349
ANXA6,0.0,0.0,0.6509205,0.0,0.0,1.2635862,0.888924,0.7152044
CCDC69,0.41598487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GM2A,0.0,0.0,0.0,0.0,0.28948143,0.0,0.0,0.0
SPARC,1.3206711,0.6053603,1.676897,0.0,0.0,1.8570089,1.9694133,0.9574356
ATOX1,0.9282515,0.74026513,0.74753624,0.0,0.8742237,0.94337344,0.8930286,0.7742234
G3BP1,0.67740375,0.53541976,0.49894205,0.0,0.578437,0.40356636,0.40504062,0.44153532
LARP1,0.19230661,0.48821545,0.32040036,0.0,0.33421898,0.0,0.0,0.44509113
MRPL22,0.0,0.0,0.30517974,0.0,0.0,0.4156778,0.40465844,0.42409465
HAVCR2,0.0,0.0,0.0,0.0,0.647733,0.0,0.0,0.0
CLINT1,0.46667922,0.54313594,0.54613066,0.0,0.504448,0.21350391,0.36340743,0.48337796
EBF1,0.0,0.0,0.59047484,0.0,0.0,0.81963885,0.42762524,0.49176693
RNF145,0.0,0.0,0.0,0.0,0.30091834,0.0,0.0,0.0
TTC1,0.4149909,0.5040909,0.37011373,0.0,0.4724567,0.5030303,0.49962878,0.49176693
SLU7,0.20958298,0.0,0.37235743,0.0,0.25592834,0.36729473,0.4019792,0.4659483
NUDCD2,0.28679517,0.0,0.3849337,0.0,0.0,0.0,0.0,0.0
TENM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5553213
SLIT3,0.0,0.0,0.46227545,0.0,0.0,0.70035,0.0,0.0
DOCK2,0.0,0.0,0.0,0.0,0.5540587,0.0,0.0,0.0
LCP2,0.0,0.0,0.0,0.0,0.7274551,0.0,0.0,0.0
KCNMB1,0.0,0.0,0.0,0.0,0.0,0.8370657,0.9624785,0.0
NPM1,1.8878205,1.9428649,1.7753574,1.706332,1.7377236,1.9054403,2.1133232,1.9839706
FGF18,0.0,0.48342562,0.0,0.0,0.0,0.0,0.0,0.0
FBXW11,0.0,0.404451,0.0,0.0,0.0,0.0,0.0,0.0
NEURL1B,0.0,0.0,0.0,0.0,0.0,0.3756262,0.0,0.0
DUSP1,1.2611294,1.5234232,1.4668982,1.1455982,1.7490743,1.1656657,1.0605059,0.5891767
ERGIC1,0.0,0.0,0.37978387,0.0,0.3165949,0.0,0.0,0.0
RPL26L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25987065
ATP6V0E1,1.1791139,1.3380685,1.4440072,1.1321716,1.5244461,1.0950584,1.237678,1.1723751
CREBRF,0.36087692,0.5913645,0.55394065,0.0,0.41380212,0.38553083,0.5007356,0.46123344
BOD1,0.0,0.0,0.3639226,0.0,0.0,0.0,0.0,0.0
CPEB4,0.0,0.0,0.0,0.0,0.63817203,0.29884347,0.0,0.0
HIGD2A,0.62959325,0.62236744,0.684235,0.6231376,1.0788201,0.7806896,0.4711692,0.6655381
CLTB,0.63968134,0.7552572,0.79869723,0.0,0.5215579,0.8996907,0.9198303,1.071184
NSD1,0.0,0.38325334,0.0,0.0,0.0,0.0,0.0,0.0
PRELID1,0.80204785,0.7785003,0.81268775,0.7821516,0.83578336,0.87755847,0.79680216,0.8255071
LMAN2,0.6014668,0.7807376,0.8511906,0.7071238,0.7185608,0.58687705,0.6200762,0.617684
DBN1,0.0,0.0,0.31286055,0.0,0.0,0.0,0.0,0.0
PDLIM7,0.18430188,0.4739445,0.0,0.0,0.0,1.1306423,1.3236303,0.49492112
TMED9,0.72347105,0.83870536,0.81354326,0.78302073,0.9513953,0.6315212,0.8422005,0.7141387
NHP2,0.63050604,0.51593053,0.6245353,0.0,0.52359724,0.7814007,0.6860241,0.68734807
